job_id,date_posted,knowledge,confidence_score,confidence_tier,source,sentence_id,sentence_text
in-079fa62336e07385,,case management,0.9,Very High,skill_llm_8b_lora_v1,in-079fa62336e07385_0005,"You’ll take features end to end, from design to code to deploy to iterate, across our case management product, vendor integrations, orchestration APIs, and customer facing tools."
in-079fa62336e07385,,vendor integrations,0.9,Very High,skill_llm_8b_lora_v1,in-079fa62336e07385_0005,"You’ll take features end to end, from design to code to deploy to iterate, across our case management product, vendor integrations, orchestration APIs, and customer facing tools."
in-079fa62336e07385,,orchestration APIs,0.9,Very High,skill_llm_8b_lora_v1,in-079fa62336e07385_0005,"You’ll take features end to end, from design to code to deploy to iterate, across our case management product, vendor integrations, orchestration APIs, and customer facing tools."
in-079fa62336e07385,,customer facing tools,0.9,Very High,skill_llm_8b_lora_v1,in-079fa62336e07385_0005,"You’ll take features end to end, from design to code to deploy to iterate, across our case management product, vendor integrations, orchestration APIs, and customer facing tools."
in-0bba5604e1a0eace,,WCAG,0.9,Very High,skill_llm_8b_lora_v1,in-0bba5604e1a0eace_0002,"The role focuses on ensuring compliance with accessibility standards including WCAG, ADA, and Section 508."
in-0bba5604e1a0eace,,ADA,0.9,Very High,skill_llm_8b_lora_v1,in-0bba5604e1a0eace_0002,"The role focuses on ensuring compliance with accessibility standards including WCAG, ADA, and Section 508."
in-0bba5604e1a0eace,,Section 508.,0.9,Very High,skill_llm_8b_lora_v1,in-0bba5604e1a0eace_0002,"The role focuses on ensuring compliance with accessibility standards including WCAG, ADA, and Section 508."
in-0bba5604e1a0eace,,digital assets,0.9,Very High,skill_llm_8b_lora_v1,in-0bba5604e1a0eace_0003,"This position involves extensive manual accessibility testing of digital assets and collaboration with cross -functional teams such as website administrators, developers, platform engineers, and digital asset managers to support remediation efforts."
in-0bba5604e1a0eace,,QA practices,0.9,Very High,skill_llm_8b_lora_v1,in-0bba5604e1a0eace_0005,"This role requires strong QA practices, accessibility expertise, and the ability to deliver results under project deadlines."
in-0bba5604e1a0eace,,accessibility,0.9,Very High,skill_llm_8b_lora_v1,in-0bba5604e1a0eace_0005,"This role requires strong QA practices, accessibility expertise, and the ability to deliver results under project deadlines."
in-204d322276e64487,,testing,0.9,Very High,skill_llm_8b_lora_v1,in-204d322276e64487_0002,"Manages full software development life cycle including testing, implementation, and auditing."
in-204d322276e64487,,implementation,0.9,Very High,skill_llm_8b_lora_v1,in-204d322276e64487_0002,"Manages full software development life cycle including testing, implementation, and auditing."
in-204d322276e64487,,auditing,0.9,Very High,skill_llm_8b_lora_v1,in-204d322276e64487_0002,"Manages full software development life cycle including testing, implementation, and auditing."
in-204d322276e64487,,product design,0.9,Very High,skill_llm_8b_lora_v1,in-204d322276e64487_0003,"Performs product design, bug verification, and beta support, which may require research and analysis."
in-204d322276e64487,,bug verification,0.9,Very High,skill_llm_8b_lora_v1,in-204d322276e64487_0003,"Performs product design, bug verification, and beta support, which may require research and analysis."
in-204d322276e64487,,beta support,0.9,Very High,skill_llm_8b_lora_v1,in-204d322276e64487_0003,"Performs product design, bug verification, and beta support, which may require research and analysis."
in-d4730be1476234d7,,Relativity,0.9,Very High,skill_llm_8b_lora_v1,in-d4730be1476234d7_0001,"Relativity Archiving Analyst Employment Type: Full -Time, Experienced Department: Information Technology CGS is seeking a Relativity Archiving Analyst, who will be responsible for vetting Relativity workspaces and file share folders and archiving or purging them."
in-6d2b65f7e738e5fe,,front -end,0.9,Very High,skill_llm_8b_lora_v1,in-6d2b65f7e738e5fe_0005,"You will partner with product, engineering, security, and platform teams to define end -to -end solution blueprints (front -end, back -end, integration, data, and infrastructure), ensure quality and reliability, and communicate trade -offs clearly to technical and non -technical stakeholders."
in-6d2b65f7e738e5fe,,back -end,0.9,Very High,skill_llm_8b_lora_v1,in-6d2b65f7e738e5fe_0005,"You will partner with product, engineering, security, and platform teams to define end -to -end solution blueprints (front -end, back -end, integration, data, and infrastructure), ensure quality and reliability, and communicate trade -offs clearly to technical and non -technical stakeholders."
in-6d2b65f7e738e5fe,,integration,0.9,Very High,skill_llm_8b_lora_v1,in-6d2b65f7e738e5fe_0005,"You will partner with product, engineering, security, and platform teams to define end -to -end solution blueprints (front -end, back -end, integration, data, and infrastructure), ensure quality and reliability, and communicate trade -offs clearly to technical and non -technical stakeholders."
in-6d2b65f7e738e5fe,,data,0.9,Very High,skill_llm_8b_lora_v1,in-6d2b65f7e738e5fe_0005,"You will partner with product, engineering, security, and platform teams to define end -to -end solution blueprints (front -end, back -end, integration, data, and infrastructure), ensure quality and reliability, and communicate trade -offs clearly to technical and non -technical stakeholders."
in-6d2b65f7e738e5fe,,infrastructure),0.9,Very High,skill_llm_8b_lora_v1,in-6d2b65f7e738e5fe_0005,"You will partner with product, engineering, security, and platform teams to define end -to -end solution blueprints (front -end, back -end, integration, data, and infrastructure), ensure quality and reliability, and communicate trade -offs clearly to technical and non -technical stakeholders."
in-6d2b65f7e738e5fe,,Stakeholder Management,0.9,Very High,skill_llm_8b_lora_v1,in-6d2b65f7e738e5fe_0008,"Stakeholder Management Act as a primary technical point of contact for client stakeholders (engineering leadership, architects, product owners). Communicate architecture decisions and trade -offs with clarity and confidence; create executive -ready summaries when needed."
in-6d2b65f7e738e5fe,,engineering leadership,0.9,Very High,skill_llm_8b_lora_v1,in-6d2b65f7e738e5fe_0008,"Stakeholder Management Act as a primary technical point of contact for client stakeholders (engineering leadership, architects, product owners). Communicate architecture decisions and trade -offs with clarity and confidence; create executive -ready summaries when needed."
in-6d2b65f7e738e5fe,,architects,0.9,Very High,skill_llm_8b_lora_v1,in-6d2b65f7e738e5fe_0008,"Stakeholder Management Act as a primary technical point of contact for client stakeholders (engineering leadership, architects, product owners). Communicate architecture decisions and trade -offs with clarity and confidence; create executive -ready summaries when needed."
in-6d2b65f7e738e5fe,,product owners),0.9,Very High,skill_llm_8b_lora_v1,in-6d2b65f7e738e5fe_0008,"Stakeholder Management Act as a primary technical point of contact for client stakeholders (engineering leadership, architects, product owners). Communicate architecture decisions and trade -offs with clarity and confidence; create executive -ready summaries when needed."
in-209713b7f9b715dc,,Microsoft,0.9,Very High,skill_llm_8b_lora_v1,in-209713b7f9b715dc_0005,Our team is looking for an Integration Development Lead with a strong background in Microsoft technologies.
in-209713b7f9b715dc,,Bachelor’s degree,0.9,Very High,skill_llm_8b_lora_v1,in-209713b7f9b715dc_0006,"We are looking for a candidate with the following education and technical skills: Bachelor’s degree in health information computer science, software engineering, or a related field. At least five (5 +) years of designing, developing, and implementing integration solutions."
in-209713b7f9b715dc,,health information,0.9,Very High,skill_llm_8b_lora_v1,in-209713b7f9b715dc_0006,"We are looking for a candidate with the following education and technical skills: Bachelor’s degree in health information computer science, software engineering, or a related field. At least five (5 +) years of designing, developing, and implementing integration solutions."
in-209713b7f9b715dc,,"computer science,",0.9,Very High,skill_llm_8b_lora_v1,in-209713b7f9b715dc_0006,"We are looking for a candidate with the following education and technical skills: Bachelor’s degree in health information computer science, software engineering, or a related field. At least five (5 +) years of designing, developing, and implementing integration solutions."
in-209713b7f9b715dc,,"software engineering,",0.9,Very High,skill_llm_8b_lora_v1,in-209713b7f9b715dc_0006,"We are looking for a candidate with the following education and technical skills: Bachelor’s degree in health information computer science, software engineering, or a related field. At least five (5 +) years of designing, developing, and implementing integration solutions."
in-209713b7f9b715dc,,integration patterns,0.9,Very High,skill_llm_8b_lora_v1,in-209713b7f9b715dc_0007,"Strong understanding of integration patterns, data transformation and reliable messaging."
in-209713b7f9b715dc,,data transformation,0.9,Very High,skill_llm_8b_lora_v1,in-209713b7f9b715dc_0007,"Strong understanding of integration patterns, data transformation and reliable messaging."
in-209713b7f9b715dc,,reliable messaging.,0.9,Very High,skill_llm_8b_lora_v1,in-209713b7f9b715dc_0007,"Strong understanding of integration patterns, data transformation and reliable messaging."
in-209713b7f9b715dc,,Maintenance and support:,0.9,Very High,skill_llm_8b_lora_v1,in-209713b7f9b715dc_0019,"Obtain project sign -off and document lessons learned. Maintenance and support: provide ongoing support and maintenance, including applying patches and updates. Serve as the SME to integration staff and management."
in-209713b7f9b715dc,,knowledge management,0.9,Very High,skill_llm_8b_lora_v1,in-209713b7f9b715dc_0028,"Provides advice, guidance, and direction to an assigned portfolio in the areas of knowledge management, and decision support; in clinical and corporate business areas which includes the development and implementation of application architecture."
in-209713b7f9b715dc,,decision support;,0.9,Very High,skill_llm_8b_lora_v1,in-209713b7f9b715dc_0028,"Provides advice, guidance, and direction to an assigned portfolio in the areas of knowledge management, and decision support; in clinical and corporate business areas which includes the development and implementation of application architecture."
in-209713b7f9b715dc,,clinical and corporate business areas,0.9,Very High,skill_llm_8b_lora_v1,in-209713b7f9b715dc_0028,"Provides advice, guidance, and direction to an assigned portfolio in the areas of knowledge management, and decision support; in clinical and corporate business areas which includes the development and implementation of application architecture."
in-209713b7f9b715dc,,application architecture.,0.9,Very High,skill_llm_8b_lora_v1,in-209713b7f9b715dc_0028,"Provides advice, guidance, and direction to an assigned portfolio in the areas of knowledge management, and decision support; in clinical and corporate business areas which includes the development and implementation of application architecture."
in-209713b7f9b715dc,,project design phases,0.9,Very High,skill_llm_8b_lora_v1,in-209713b7f9b715dc_0031,Provides strategic guidance in the project design phases and works within assigned budget and provides reports or raises concerns as necessary.
in-209713b7f9b715dc,,business and/or clinical process analysis,0.9,Very High,skill_llm_8b_lora_v1,in-209713b7f9b715dc_0033,Recommends the best cost effective solutions for the business area; informs and discusses potential business impacts with the client. Performs complex business and/or clinical process analysis including conducting work flow analysis and developing business information requirements and models.
in-209713b7f9b715dc,,work flow analysis,0.9,Very High,skill_llm_8b_lora_v1,in-209713b7f9b715dc_0033,Recommends the best cost effective solutions for the business area; informs and discusses potential business impacts with the client. Performs complex business and/or clinical process analysis including conducting work flow analysis and developing business information requirements and models.
in-209713b7f9b715dc,,business information requirements and models.,0.9,Very High,skill_llm_8b_lora_v1,in-209713b7f9b715dc_0033,Recommends the best cost effective solutions for the business area; informs and discusses potential business impacts with the client. Performs complex business and/or clinical process analysis including conducting work flow analysis and developing business information requirements and models.
in-209713b7f9b715dc,,business and systems analysis,0.9,Very High,skill_llm_8b_lora_v1,in-209713b7f9b715dc_0035,Five (5 ) years of recent experience with business and systems analysis including experience as a project manager.
in-079df7c8448d338c,,identity engineering,0.9,Very High,skill_llm_8b_lora_v1,in-079df7c8448d338c_0017,"With a strong emphasis on identity engineering, you'll own and optimize our Okta platform, defining how employees access our services globally."
in-079df7c8448d338c,,access controls,0.9,Very High,skill_llm_8b_lora_v1,in-079df7c8448d338c_0018,"Your expertise in access controls and authentication rules will make you the go -to subject matter expert for both IT and INFOSEC, offering a significant opportunity to build a world -class identity function within our IT engineering team."
in-079df7c8448d338c,,authentication rules,0.9,Very High,skill_llm_8b_lora_v1,in-079df7c8448d338c_0018,"Your expertise in access controls and authentication rules will make you the go -to subject matter expert for both IT and INFOSEC, offering a significant opportunity to build a world -class identity function within our IT engineering team."
in-63b16e6972faa721,,organisation simplification,0.9,Very High,skill_llm_8b_lora_v1,in-63b16e6972faa721_0003,"You will lead coordinated planning and execution across organisation simplification workstreams, orchestrating design cycles, diagnostics, approvals, and stakeholder forums."
in-63b16e6972faa721,,integrated plans,0.9,Very High,skill_llm_8b_lora_v1,in-63b16e6972faa721_0005,"You will ensure robust governance through integrated plans, RAID management, and high‑quality executive materials, while engaging senior leaders across HR, Risk, Legal, Compliance, and business units to drive decisions and resolve issues."
in-63b16e6972faa721,,RAID management,0.9,Very High,skill_llm_8b_lora_v1,in-63b16e6972faa721_0005,"You will ensure robust governance through integrated plans, RAID management, and high‑quality executive materials, while engaging senior leaders across HR, Risk, Legal, Compliance, and business units to drive decisions and resolve issues."
in-63b16e6972faa721,,"high‑quality executive materials,",0.9,Very High,skill_llm_8b_lora_v1,in-63b16e6972faa721_0005,"You will ensure robust governance through integrated plans, RAID management, and high‑quality executive materials, while engaging senior leaders across HR, Risk, Legal, Compliance, and business units to drive decisions and resolve issues."
in-63b16e6972faa721,,"risk and controls,",0.9,Very High,skill_llm_8b_lora_v1,in-63b16e6972faa721_0007,"You may be assessed on the key critical skills relevant for success in role, such as risk and controls, change and transformation, business acumen strategic thinking and digital and technology, as well as job -specific technical skills This role is located in either our London or Glasgow office. Purpose of the role Focused on delivering individual projects, ensuring completion within scope, time, and budget with a more immediate focus. Accountabilities Scope Management: Manages a single project with specific, defined objectives, deadlines, and deliverables."
in-63b16e6972faa721,,"change and transformation,",0.9,Very High,skill_llm_8b_lora_v1,in-63b16e6972faa721_0007,"You may be assessed on the key critical skills relevant for success in role, such as risk and controls, change and transformation, business acumen strategic thinking and digital and technology, as well as job -specific technical skills This role is located in either our London or Glasgow office. Purpose of the role Focused on delivering individual projects, ensuring completion within scope, time, and budget with a more immediate focus. Accountabilities Scope Management: Manages a single project with specific, defined objectives, deadlines, and deliverables."
in-63b16e6972faa721,,business acumen,0.9,Very High,skill_llm_8b_lora_v1,in-63b16e6972faa721_0007,"You may be assessed on the key critical skills relevant for success in role, such as risk and controls, change and transformation, business acumen strategic thinking and digital and technology, as well as job -specific technical skills This role is located in either our London or Glasgow office. Purpose of the role Focused on delivering individual projects, ensuring completion within scope, time, and budget with a more immediate focus. Accountabilities Scope Management: Manages a single project with specific, defined objectives, deadlines, and deliverables."
in-63b16e6972faa721,,strategic thinking,0.9,Very High,skill_llm_8b_lora_v1,in-63b16e6972faa721_0007,"You may be assessed on the key critical skills relevant for success in role, such as risk and controls, change and transformation, business acumen strategic thinking and digital and technology, as well as job -specific technical skills This role is located in either our London or Glasgow office. Purpose of the role Focused on delivering individual projects, ensuring completion within scope, time, and budget with a more immediate focus. Accountabilities Scope Management: Manages a single project with specific, defined objectives, deadlines, and deliverables."
in-63b16e6972faa721,,"digital and technology,",0.9,Very High,skill_llm_8b_lora_v1,in-63b16e6972faa721_0007,"You may be assessed on the key critical skills relevant for success in role, such as risk and controls, change and transformation, business acumen strategic thinking and digital and technology, as well as job -specific technical skills This role is located in either our London or Glasgow office. Purpose of the role Focused on delivering individual projects, ensuring completion within scope, time, and budget with a more immediate focus. Accountabilities Scope Management: Manages a single project with specific, defined objectives, deadlines, and deliverables."
in-63b16e6972faa721,,-depth analysis,0.9,Very High,skill_llm_8b_lora_v1,in-63b16e6972faa721_0012,"In -depth analysis with interpretative thinking will be required to define problems and develop innovative solutions. Adopt and include the outcomes of extensive research in problem solving processes. Seek out, build and maintain trusting relationships and partnerships with internal and external stakeholders in order to accomplish key business objectives, using influencing and negotiating skills to achieve outcomes."
in-63b16e6972faa721,,interpretative thinking,0.9,Very High,skill_llm_8b_lora_v1,in-63b16e6972faa721_0012,"In -depth analysis with interpretative thinking will be required to define problems and develop innovative solutions. Adopt and include the outcomes of extensive research in problem solving processes. Seek out, build and maintain trusting relationships and partnerships with internal and external stakeholders in order to accomplish key business objectives, using influencing and negotiating skills to achieve outcomes."
in-fb5015af73b8ddd8,,GCP,0.9,Very High,skill_llm_8b_lora_v1,in-fb5015af73b8ddd8_0005,"Our team is on the journey to create the next generation cloud platform for Lloyds Banking Group that will be at the core of one of the UK's biggest financial service transformations You will become part of a product -aligned, highly skilled and motivated engineering team who specialise in GCP networking."
in-fb5015af73b8ddd8,,Google Cloud,0.9,Very High,skill_llm_8b_lora_v1,in-fb5015af73b8ddd8_0006,"Our purpose is to build platform services that enable application teams to rapidly develop and modernise their solutions. About this opportunity We’re looking for an experienced engineer with deep knowledge of Google Cloud networking and a passion for creating secure, reliable, automated infrastructure at scale."
in-fb5015af73b8ddd8,,cloud networking,0.9,Very High,skill_llm_8b_lora_v1,in-fb5015af73b8ddd8_0007,"You’re energised by how cloud networking underpins modern AI, data and hybrid -cloud architectures."
in-fb5015af73b8ddd8,,"modern AI, data and hybrid -cloud architectures.",0.9,Very High,skill_llm_8b_lora_v1,in-fb5015af73b8ddd8_0007,"You’re energised by how cloud networking underpins modern AI, data and hybrid -cloud architectures."
in-8140dcbb210a73af,,cloud and network architecture,0.9,Very High,skill_llm_8b_lora_v1,in-8140dcbb210a73af_0003,Those in cloud and network architecture at PwC will focus on designing and implementing efficient and secure solutions for clients.
in-1f4812127e081866,,data lifecycle management.,0.9,Very High,skill_llm_8b_lora_v1,in-1f4812127e081866_0001,"Join our dynamic Group Data Office team, working with divisions across our Corporate Operations Group to establish and maintain best practice on information management, using our specialist knowledge in data lifecycle management."
in-1f4812127e081866,,"information management practices and processes,",0.9,Very High,skill_llm_8b_lora_v1,in-1f4812127e081866_0007,"You will play a strong hands -on role supporting our division with the adoption, implementation and oversight of effective and consistent information management practices and processes, covering data management, data architecture and records management."
in-1f4812127e081866,,"data management,",0.9,Very High,skill_llm_8b_lora_v1,in-1f4812127e081866_0007,"You will play a strong hands -on role supporting our division with the adoption, implementation and oversight of effective and consistent information management practices and processes, covering data management, data architecture and records management."
in-1f4812127e081866,,data architecture,0.9,Very High,skill_llm_8b_lora_v1,in-1f4812127e081866_0007,"You will play a strong hands -on role supporting our division with the adoption, implementation and oversight of effective and consistent information management practices and processes, covering data management, data architecture and records management."
in-1f4812127e081866,,records management.,0.9,Very High,skill_llm_8b_lora_v1,in-1f4812127e081866_0007,"You will play a strong hands -on role supporting our division with the adoption, implementation and oversight of effective and consistent information management practices and processes, covering data management, data architecture and records management."
in-25d07a0fab17cbf1,,Application Performance Monitoring (APM),0.9,Very High,skill_llm_8b_lora_v1,in-25d07a0fab17cbf1_0017,"The ideal candidate will have deep expertise in Application Performance Monitoring (APM), Infrastructure as Code (IaC), automation, and distributed tracing using OpenTelemetry."
in-25d07a0fab17cbf1,,Infrastructure as Code (IaC),0.9,Very High,skill_llm_8b_lora_v1,in-25d07a0fab17cbf1_0017,"The ideal candidate will have deep expertise in Application Performance Monitoring (APM), Infrastructure as Code (IaC), automation, and distributed tracing using OpenTelemetry."
in-25d07a0fab17cbf1,,automation,0.9,Very High,skill_llm_8b_lora_v1,in-25d07a0fab17cbf1_0017,"The ideal candidate will have deep expertise in Application Performance Monitoring (APM), Infrastructure as Code (IaC), automation, and distributed tracing using OpenTelemetry."
in-25d07a0fab17cbf1,,distributed tracing,0.9,Very High,skill_llm_8b_lora_v1,in-25d07a0fab17cbf1_0017,"The ideal candidate will have deep expertise in Application Performance Monitoring (APM), Infrastructure as Code (IaC), automation, and distributed tracing using OpenTelemetry."
in-25d07a0fab17cbf1,,OpenTelemetry.,0.9,Very High,skill_llm_8b_lora_v1,in-25d07a0fab17cbf1_0017,"The ideal candidate will have deep expertise in Application Performance Monitoring (APM), Infrastructure as Code (IaC), automation, and distributed tracing using OpenTelemetry."
in-25d07a0fab17cbf1,,observability,0.9,Very High,skill_llm_8b_lora_v1,in-25d07a0fab17cbf1_0018,"As a lead, you will guide the design, implementation, and continuous improvement of observability solutions, ensuring system reliability, performance, and scalability while fostering best practices in SRE and DevOps."
in-25d07a0fab17cbf1,,SRE,0.9,Very High,skill_llm_8b_lora_v1,in-25d07a0fab17cbf1_0018,"As a lead, you will guide the design, implementation, and continuous improvement of observability solutions, ensuring system reliability, performance, and scalability while fostering best practices in SRE and DevOps."
in-25d07a0fab17cbf1,,DevOps.,0.9,Very High,skill_llm_8b_lora_v1,in-25d07a0fab17cbf1_0018,"As a lead, you will guide the design, implementation, and continuous improvement of observability solutions, ensuring system reliability, performance, and scalability while fostering best practices in SRE and DevOps."
in-70a918bd1f46bf74,,Android Mobile Applications,0.9,Very High,skill_llm_8b_lora_v1,in-70a918bd1f46bf74_0002,"The individual is responsible for contributions to our Android Mobile Applications projects for the company and will be responsible for designing, building, and delivering medical grade mobile applications and SDKs primarily using Java and Kotlin."
in-70a918bd1f46bf74,,Java,0.9,Very High,skill_llm_8b_lora_v1,in-70a918bd1f46bf74_0002,"The individual is responsible for contributions to our Android Mobile Applications projects for the company and will be responsible for designing, building, and delivering medical grade mobile applications and SDKs primarily using Java and Kotlin."
in-70a918bd1f46bf74,,Kotlin,0.9,Very High,skill_llm_8b_lora_v1,in-70a918bd1f46bf74_0002,"The individual is responsible for contributions to our Android Mobile Applications projects for the company and will be responsible for designing, building, and delivering medical grade mobile applications and SDKs primarily using Java and Kotlin."
in-1db29962323075bb,,SAP,0.9,Very High,skill_llm_8b_lora_v1,in-1db29962323075bb_0006,"Governance Controls Collaborate with Internal Control to develop and update SOPs Ensure proper internal controls relating to operations are in place, documented, and operating effectively. You should apply if you have the following: +3 Years of work experience. SAP Experience required. Strong computer literacy with advanced level Excel skills (pivots, v -lookups, and advanced formulas) are required."
in-1db29962323075bb,,computer literacy,0.9,Very High,skill_llm_8b_lora_v1,in-1db29962323075bb_0006,"Governance Controls Collaborate with Internal Control to develop and update SOPs Ensure proper internal controls relating to operations are in place, documented, and operating effectively. You should apply if you have the following: +3 Years of work experience. SAP Experience required. Strong computer literacy with advanced level Excel skills (pivots, v -lookups, and advanced formulas) are required."
in-1db29962323075bb,,Excel,0.9,Very High,skill_llm_8b_lora_v1,in-1db29962323075bb_0006,"Governance Controls Collaborate with Internal Control to develop and update SOPs Ensure proper internal controls relating to operations are in place, documented, and operating effectively. You should apply if you have the following: +3 Years of work experience. SAP Experience required. Strong computer literacy with advanced level Excel skills (pivots, v -lookups, and advanced formulas) are required."
in-1db29962323075bb,,pivots,0.9,Very High,skill_llm_8b_lora_v1,in-1db29962323075bb_0006,"Governance Controls Collaborate with Internal Control to develop and update SOPs Ensure proper internal controls relating to operations are in place, documented, and operating effectively. You should apply if you have the following: +3 Years of work experience. SAP Experience required. Strong computer literacy with advanced level Excel skills (pivots, v -lookups, and advanced formulas) are required."
in-1db29962323075bb,,v -lookups,0.9,Very High,skill_llm_8b_lora_v1,in-1db29962323075bb_0006,"Governance Controls Collaborate with Internal Control to develop and update SOPs Ensure proper internal controls relating to operations are in place, documented, and operating effectively. You should apply if you have the following: +3 Years of work experience. SAP Experience required. Strong computer literacy with advanced level Excel skills (pivots, v -lookups, and advanced formulas) are required."
in-1db29962323075bb,,advanced formulas),0.9,Very High,skill_llm_8b_lora_v1,in-1db29962323075bb_0006,"Governance Controls Collaborate with Internal Control to develop and update SOPs Ensure proper internal controls relating to operations are in place, documented, and operating effectively. You should apply if you have the following: +3 Years of work experience. SAP Experience required. Strong computer literacy with advanced level Excel skills (pivots, v -lookups, and advanced formulas) are required."
in-4323d05dd5487b73,,TPG Mobile Voice Domain,0.9,Very High,skill_llm_8b_lora_v1,in-4323d05dd5487b73_0009,"Could that be you? Your opportunity: You will be accountable for design, implementation and engineering support tasks in the TPG Mobile Voice Domain (IMS)."
in-4323d05dd5487b73,,IMS),0.9,Very High,skill_llm_8b_lora_v1,in-4323d05dd5487b73_0009,"Could that be you? Your opportunity: You will be accountable for design, implementation and engineering support tasks in the TPG Mobile Voice Domain (IMS)."
in-224b5e1e80275bac,,scalable microservices,0.9,Very High,skill_llm_8b_lora_v1,in-224b5e1e80275bac_0003,"We're seeking a talented Java Engineer to join our growing team, where you'll work on scalable microservices that form the backbone of our platform."
in-01b1e4ac4d9ced34,,Bachelor’s degree,0.9,Very High,skill_llm_8b_lora_v1,in-01b1e4ac4d9ced34_0013,"This may include text, images, videos, audio files, or other types of digital content. Minimum Qualifications: A Bachelor’s degree or higher in a humanities specialization is required."
in-01b1e4ac4d9ced34,,humanities specialization,0.9,Very High,skill_llm_8b_lora_v1,in-01b1e4ac4d9ced34_0013,"This may include text, images, videos, audio files, or other types of digital content. Minimum Qualifications: A Bachelor’s degree or higher in a humanities specialization is required."
in-01b1e4ac4d9ced34,,Master’s,0.9,Very High,skill_llm_8b_lora_v1,in-01b1e4ac4d9ced34_0014,"Advanced degrees are strongly preferred (Master’s or PhD) Professional or Expert level proficiency (C1/C2 ) in English and Russian Salary rates at Innodata vary depending on a wide array of factors, which may include but are not limited to the role, skill set, educational background and geographic location. Innodata is an equal opportunity employer and values diversity."
in-01b1e4ac4d9ced34,,PhD),0.9,Very High,skill_llm_8b_lora_v1,in-01b1e4ac4d9ced34_0014,"Advanced degrees are strongly preferred (Master’s or PhD) Professional or Expert level proficiency (C1/C2 ) in English and Russian Salary rates at Innodata vary depending on a wide array of factors, which may include but are not limited to the role, skill set, educational background and geographic location. Innodata is an equal opportunity employer and values diversity."
in-01b1e4ac4d9ced34,,English,0.9,Very High,skill_llm_8b_lora_v1,in-01b1e4ac4d9ced34_0014,"Advanced degrees are strongly preferred (Master’s or PhD) Professional or Expert level proficiency (C1/C2 ) in English and Russian Salary rates at Innodata vary depending on a wide array of factors, which may include but are not limited to the role, skill set, educational background and geographic location. Innodata is an equal opportunity employer and values diversity."
in-01b1e4ac4d9ced34,,Russian,0.9,Very High,skill_llm_8b_lora_v1,in-01b1e4ac4d9ced34_0014,"Advanced degrees are strongly preferred (Master’s or PhD) Professional or Expert level proficiency (C1/C2 ) in English and Russian Salary rates at Innodata vary depending on a wide array of factors, which may include but are not limited to the role, skill set, educational background and geographic location. Innodata is an equal opportunity employer and values diversity."
in-38c99d9330b0ce91,,Data Engineering,0.9,Very High,skill_llm_8b_lora_v1,in-38c99d9330b0ce91_0005,"The Business Analyst will play a critical role in supporting Data Engineering, Business Intelligence, and AI functions by translating business needs into clear, actionable requirements."
in-38c99d9330b0ce91,,Business Intelligence,0.9,Very High,skill_llm_8b_lora_v1,in-38c99d9330b0ce91_0005,"The Business Analyst will play a critical role in supporting Data Engineering, Business Intelligence, and AI functions by translating business needs into clear, actionable requirements."
