rank,demand_freq,mean_confidence,skill,skill_type,bloom_level,example_job_ids,demand_norm,trend_score_norm,trend_label,trend_q_value,future_weight,future_domain,mapping_margin,future_norm,coverage_gap,validity_score,priority_score,expert_priority
11,1,0.603,provision cloud infrastructure,Hard,Analyze,['in-3556957cea163733'],0.1,0.0,Unknown,1.0,0.50460866689682,Cloud Computing & Infrastructure,0.3230995,0.9140995801876433,1.0,0.603,0.314229874056293,
12,1,0.573,manage cloud infrastructure,Hard,Analyze,['in-3556957cea163733'],0.1,0.0,Unknown,1.0,0.5032536089420319,Cloud Computing & Infrastructure,0.2637724,0.9116448900706083,1.0,0.573,0.3134934670211825,
13,5,0.673,collaborate with cross-functional teams,Soft,Unknown,"['in-17826d4303fc4d24', 'in-35e03ae1caff1780', 'in-9da8b8c6e52feb61', 'in-b486754d4fef47b1', 'in-c537f69349c9b14d']",0.5,0.0,Unknown,1.0,0.2049829244613647,Advanced Communication & Collaboration,0.11611664,0.3713269658011688,1.0,0.673,0.31139808974035066,
14,6,0.635,communicate effectively,Soft,Unknown,"['in-35e03ae1caff1780', 'in-361c0675a3147072', 'in-5a117bdee62644fa', 'in-92e57e0960d0c733', 'in-a93e72b7dcd9eafa']",0.6,0.0,Unknown,1.0,0.1300057530403137,Advanced Communication & Collaboration,0.1352066,0.23550567414338258,1.0,0.635,0.31065170224301475,
15,1,0.667,integrate AI,Hard,Create,['in-75f30913de1b7459'],0.1,0.0,Unknown,1.0,0.4862633883953094,Human-AI Collaboration,0.017524242,0.8808670725500264,1.0,0.667,0.30426012176500794,
16,2,0.6185,work closely with data scientists,Soft,Unknown,"['in-105cf9739214f450', 'in-2b0d7561fe568605']",0.2,0.0,Unknown,1.0,0.4086164116859436,Big Data & Analytics,0.104767025,0.7402094234268811,1.0,0.6185,0.3020628270280643,
17,1,0.601,teach artificial intelligence,Hard,Apply,['in-7c9ea1b5273ae869'],0.1,0.0,Unknown,1.0,0.4743281006813049,AI & Machine Learning,0.038467348,0.8592462756741354,1.0,0.601,0.2977738827022406,
18,1,0.672,architect AI factories,Hard,Create,['in-8d007d54a6e9b3b3'],0.1,0.0,Unknown,1.0,0.4723989859223365,Human-AI Collaboration,0.03136477,0.8557516805413344,1.0,0.672,0.2967255041624003,
19,1,0.59,teach data analytics,Hard,Apply,['in-7c9ea1b5273ae869'],0.1,0.0,Unknown,1.0,0.4698885798454285,Big Data & Analytics,0.16640657,0.8512040750570408,1.0,0.59,0.2953612225171123,
20,1,0.622,implement agentic AI technologies,Hard,Analyze,['in-8b3ede5765e5e1c9'],0.1,0.0,Unknown,1.0,0.4687290161848068,Human-AI Collaboration,0.016563296,0.849103523233598,1.0,0.622,0.2947310569700794,
21,3,0.6203333333333333,think critically,Soft,Unknown,"['in-6c717e860c5e6516', 'in-9378455c1bb091a1', 'in-ffcc36a373d8599a']",0.3,0.0,Unknown,1.0,0.3206912279129028,Critical Thinking & Problem Solving,0.26660073,0.5809327822444732,1.0,0.6203333333333333,0.29427983467334196,
22,3,0.611,solve complex challenges,Soft,Unknown,"['in-6a0c6e81b38e7258', 'in-9e8b8167a52cb05c', 'in-bbad41219cc740ed']",0.3,0.0,Unknown,1.0,0.3182623863220215,Critical Thinking & Problem Solving,0.11673266,0.57653293098504,1.0,0.611,0.292959879295512,
23,1,0.621,provide input into development and implementation of Machine Learning technology,Hard,Create,['in-0fcfe59aff7d7b19'],0.1,0.0,Unknown,1.0,0.4567394852638244,AI & Machine Learning,0.18466443,0.8273844646829097,1.0,0.621,0.2882153394048729,
24,1,0.716,maintain cybersecurity compliances,Hard,Analyze,['in-8b20d58614610842'],0.1,0.0,Unknown,1.0,0.4561912894248962,Cybersecurity,0.20365134,0.8263914068559276,1.0,0.716,0.2879174220567783,
25,1,0.682,innovate AI-enabled workflows,Hard,Create,['in-1291ef0e4f87819c'],0.1,0.0,Unknown,1.0,0.4558391481637954,Human-AI Collaboration,0.043773115,0.8257535022774777,1.0,0.682,0.2877260506832433,
26,1,0.716,maintain cybersecurity standards,Hard,Analyze,['in-8b20d58614610842'],0.1,0.0,Unknown,1.0,0.4556484103202819,Cybersecurity,0.24036437,0.825407980303482,1.0,0.716,0.2876223940910446,
27,1,0.679,translate complex operational challenges into production-ready AI systems,Hard,Understand,['in-105cf9739214f450'],0.1,0.0,Unknown,1.0,0.4538535565137863,Human-AI Collaboration,0.092969835,0.8221565991468611,1.0,0.679,0.28664697974405834,
28,1,0.613,drive delivery of AI/ML models,Hard,Create,['in-7c927f240a50a9cc'],0.1,0.0,Unknown,1.0,0.4523960947990417,AI & Machine Learning,0.09047389,0.8195164044197658,1.0,0.613,0.2858549213259297,
29,1,0.681,build advanced artificial intelligence solutions,Hard,Create,['in-105cf9739214f450'],0.1,0.0,Unknown,1.0,0.4476332232356071,Human-AI Collaboration,0.01791194,0.8108884533316537,1.0,0.681,0.28326653599949614,
30,1,0.573,contribute to automation initiatives,Hard,Apply,['in-21f3b05871873683'],0.1,0.0,Unknown,1.0,0.4464837476611137,Human-AI Collaboration,0.0064485073,0.8088061760958265,1.0,0.573,0.282641852828748,
31,1,0.702,integrate AI across ecosystems,Hard,Create,['in-427c59728dce7b1c'],0.1,0.0,Unknown,1.0,0.4423365473747253,Human-AI Collaboration,0.029582053,0.801293514721905,1.0,0.702,0.2803880544165715,
32,1,0.591,embed AI capabilities,Hard,Apply,['in-427c59728dce7b1c'],0.1,0.0,Unknown,1.0,0.4405231475830078,AI & Machine Learning,0.019602716,0.7980085374770329,1.0,0.591,0.2794025612431099,
33,1,0.601,operate AI-enabled workflows,Hard,Evaluate,['in-1291ef0e4f87819c'],0.1,0.0,Unknown,1.0,0.4375720560550689,Human-AI Collaboration,0.027168483,0.7926626294422511,1.0,0.601,0.2777987888326753,
34,1,0.665,apply AI to tackle challenges,Hard,Apply,['in-487df2b1087d73fa'],0.1,0.0,Unknown,1.0,0.4264479637145996,Human-AI Collaboration,0.051872253,0.7725113145611082,1.0,0.665,0.27175339436833246,
35,1,0.625,implement generative AI technologies,Hard,Analyze,['in-8b3ede5765e5e1c9'],0.1,0.0,Unknown,1.0,0.4227509796619415,AI & Machine Learning,0.042075783,0.7658142207690466,1.0,0.625,0.269744266230714,
36,1,0.598,deliver AI-powered products,Hard,Apply,['in-427c59728dce7b1c'],0.1,0.0,Unknown,1.0,0.4215194314718246,Human-AI Collaboration,0.046607494,0.7635832688306073,1.0,0.598,0.2690749806491822,
37,1,0.665,shape the foundation of search and AI ecosystem,Hard,Remember,['in-e4187db23d86d9a0'],0.1,0.0,Unknown,1.0,0.4186241686344146,Human-AI Collaboration,0.020761251,0.758338494577155,1.0,0.665,0.2675015483731465,
38,1,0.699,build large-scale SaaS and cloud services,Hard,Create,['in-788288259e19ed8a'],0.1,0.0,Unknown,1.0,0.4182607322931289,Cloud Computing & Infrastructure,0.20683455,0.7576801289390116,1.0,0.699,0.2673040386817035,
39,1,0.603,operate advanced artificial intelligence solutions,Hard,Evaluate,['in-105cf9739214f450'],0.1,0.0,Unknown,1.0,0.4170649021863937,Human-AI Collaboration,0.024027526,0.7555138803779937,1.0,0.603,0.26665416411339815,
40,1,0.618,operate large-scale SaaS and cloud services,Hard,Evaluate,['in-788288259e19ed8a'],0.1,0.0,Unknown,1.0,0.4117655128240585,Cloud Computing & Infrastructure,0.16571575,0.7459140262550918,1.0,0.618,0.26377420787652756,
41,1,0.616,lead enterprise automation initiatives,Soft,Unknown,['in-9da8b8c6e52feb61'],0.1,0.0,Unknown,1.0,0.4057974085211753,Human-AI Collaboration,0.019530028,0.7351027937185387,1.0,0.616,0.2605308381155616,
42,1,0.634,partner with data scientists,Soft,Unknown,['in-4cf5479496e4301e'],0.1,0.0,Unknown,1.0,0.4054720044136047,Big Data & Analytics,0.09800318,0.7345133235456405,1.0,0.634,0.2603539970636921,
43,1,0.606,provision infrastructure,Hard,Analyze,['in-3556957cea163733'],0.1,0.0,Unknown,1.0,0.400568425655365,Cloud Computing & Infrastructure,0.1316902,0.7256304811008426,1.0,0.606,0.2576891443302528,
44,1,0.612,solve problems creatively,Soft,Unknown,['in-8b20d58614610842'],0.1,0.0,Unknown,1.0,0.3925704002380371,Critical Thinking & Problem Solving,0.18778712,0.7111420425227464,1.0,0.612,0.2533426127568239,
45,1,0.567,leverage Azure data platforms,Hard,Apply,['in-17826d4303fc4d24'],0.1,0.0,Unknown,1.0,0.3915800839662551,Cloud Computing & Infrastructure,0.12241745,0.7093480826729169,1.0,0.567,0.2528044248018751,
46,1,0.593,lead evolution of cloud-based platforms,Hard,Apply,['in-45b09437e6f9d734'],0.1,0.0,Unknown,1.0,0.3906558722257614,Cloud Computing & Infrastructure,0.17193264,0.7076738713099113,1.0,0.593,0.2523021613929734,
47,3,0.648,lead a team,Soft,Unknown,"['in-0e980950f025d235', 'in-35b0fd014582dbaf', 'in-6c717e860c5e6516']",0.3,0.0,Unknown,1.0,0.2404144376516342,Leadership & People Development,0.23579589,0.43551122076415544,1.0,0.648,0.2506533662292466,
48,1,0.705,maintain hybrid cloud environment,Hard,Analyze,['in-9da8b8c6e52feb61'],0.1,0.0,Unknown,1.0,0.3857251554727554,Cloud Computing & Infrastructure,0.27303672,0.6987418683348839,1.0,0.705,0.2496225605004652,
49,1,0.675,validate AI/ML solutions,Hard,Evaluate,['in-8c46863a1ce899a0'],0.1,0.0,Unknown,1.0,0.3854441344738006,AI & Machine Learning,0.03937894,0.6982327982494487,1.0,0.675,0.24946983947483461,
50,1,0.665,use ML frameworks,Hard,Apply,['in-f4e53c2111bd6d2b'],0.1,0.0,Unknown,1.0,0.3847265839576721,AI & Machine Learning,0.11912677,0.6969329540957799,1.0,0.665,0.24907988622873398,
51,1,0.681,support enterprise analytics platforms,Hard,Evaluate,['in-e1f6fb04d77bbcd3'],0.1,0.0,Unknown,1.0,0.3845700323581695,Big Data & Analytics,0.031259358,0.6966493605692099,1.0,0.681,0.24899480817076297,
52,1,0.586,focus on security,Hard,Apply,['in-a0fcbae76d831775'],0.1,0.0,Unknown,1.0,0.3838860154151917,Cybersecurity,0.1666491,0.695410262548436,1.0,0.586,0.2486230787645308,
53,1,0.607,promote mental health and resiliency,Soft,Unknown,['in-b717309a36d86a55'],0.1,0.0,Unknown,1.0,0.3829021900892257,Resilience & Adaptability,0.30042037,0.6936280610595595,1.0,0.607,0.24808841831786788,
54,2,0.704,solve technical problems,Hard,Apply,"['in-07094449f509827e', 'in-193d18c2574de4de']",0.2,0.0,Unknown,1.0,0.3048206329345703,Critical Thinking & Problem Solving,0.019056588,0.5521831686156842,1.0,0.704,0.24565495058470527,
55,1,0.719,integrate DevOps methodologies into development and deployment workflows,Hard,Create,['in-3a40f4b75ecb8f1e'],0.1,0.0,Unknown,1.0,0.3751365423202514,Cloud Computing & Infrastructure,0.066179454,0.6795605750428042,1.0,0.719,0.24386817251284126,
56,1,0.671,perform data analysis,Hard,Apply,['in-361c0675a3147072'],0.1,0.0,Unknown,1.0,0.3737149447202683,Big Data & Analytics,0.031496257,0.6769853482292584,1.0,0.671,0.2430956044687775,
57,1,0.699,design large-scale SaaS and cloud services,Hard,Create,['in-788288259e19ed8a'],0.1,0.0,Unknown,1.0,0.3737018153071403,Cloud Computing & Infrastructure,0.16890192,0.6769615642718757,1.0,0.699,0.24308846928156272,
58,1,0.606,lead data scientists,Soft,Unknown,['in-7c927f240a50a9cc'],0.1,0.0,Unknown,1.0,0.3705639123916626,Big Data & Analytics,0.03839612,0.6712772470457226,1.0,0.606,0.24138317411371676,
59,1,0.693,drive design of AI/ML models,Hard,Create,['in-7c927f240a50a9cc'],0.1,0.0,Unknown,1.0,0.3700302839279175,AI & Machine Learning,0.11424366,0.670310578047179,1.0,0.693,0.2410931734141537,
60,1,0.611,collaborate with interns,Soft,Unknown,['in-76d6057eab891b98'],0.1,0.0,Unknown,1.0,0.3681477516889572,Human-AI Collaboration,0.094393015,0.6669003672398501,1.0,0.611,0.24007011017195504,
61,6,0.6083333333333333,drive innovation,Soft,Apply,"['in-193d18c2574de4de', 'in-427c59728dce7b1c', 'in-753a69a3294291c7', 'in-9e8b8167a52cb05c', 'in-bc40d95a380aa266']",0.6,0.0,Unknown,1.0,0.0,Advanced Communication & Collaboration,0.028247088,0.0,1.0,0.6083333333333333,0.24,
62,1,0.675,apply AI to asset-intensive environments,Hard,Apply,['in-105cf9739214f450'],0.1,0.0,Unknown,1.0,0.367216308414936,Human-AI Collaboration,0.036346436,0.6652130559398137,1.0,0.675,0.2395639167819441,
63,2,0.604,thrive in ambiguity,Soft,Unknown,"['in-4aab702ede0af613', 'in-c795d5647c5b2fa6']",0.2,0.0,Unknown,1.0,0.2927082180976867,Resilience & Adaptability,0.26429337,0.5302415056126629,1.0,0.604,0.2390724516837989,
64,1,0.6,operate Kubernetes,Hard,Evaluate,['in-f4e53c2111bd6d2b'],0.1,0.0,Unknown,1.0,0.3662279203534126,Cloud Computing & Infrastructure,0.24142134,0.6634225890466127,1.0,0.6,0.2390267767139838,
65,1,0.682,design advanced artificial intelligence solutions,Hard,Create,['in-105cf9739214f450'],0.1,0.0,Unknown,1.0,0.3660350382328033,Human-AI Collaboration,0.022898018,0.663073182710493,1.0,0.682,0.2389219548131479,
66,1,0.579,manage infrastructure,Hard,Analyze,['in-3556957cea163733'],0.1,0.0,Unknown,1.0,0.3655898332595825,Cloud Computing & Infrastructure,0.08683336,0.6622666930367795,1.0,0.579,0.23868000791103386,
67,1,0.702,develop data solutions,Hard,Create,['in-19253c0e90d0d4b7'],0.1,0.0,Unknown,1.0,0.3649349212646484,Big Data & Analytics,0.023853451,0.6610803186859174,1.0,0.702,0.23832409560577522,
68,2,0.706,build large-scale systems,Hard,Create,"['in-12e4e1edda8ca7ae', 'in-219553aa7e342a4a']",0.2,0.0,Unknown,1.0,0.2888103425502777,Cloud Computing & Infrastructure,0.040329218,0.5231804964876674,1.0,0.706,0.23695414894630024,
69,1,0.636,"bridge data science, engineering, and product domains",Soft,Unknown,['in-e4187db23d86d9a0'],0.1,0.0,Unknown,1.0,0.3614030420780182,Big Data & Analytics,0.00024080276,0.6546823126793494,1.0,0.636,0.23640469380380483,
70,1,0.604,think critically in a wider business context,Soft,Unknown,['in-b580b7c014d5ef12'],0.1,0.0,Unknown,1.0,0.3578292608261109,Critical Thinking & Problem Solving,0.18196043,0.6482084010001453,1.0,0.604,0.2344625203000436,
71,1,0.593,shape hybrid cloud environment,Hard,Apply,['in-9da8b8c6e52feb61'],0.1,0.0,Unknown,1.0,0.357527071237564,Cloud Computing & Infrastructure,0.27223969,0.6476609839735482,1.0,0.593,0.23429829519206447,
72,1,0.716,develop infrastructure solutions,Hard,Create,['in-3a40f4b75ecb8f1e'],0.1,0.0,Unknown,1.0,0.3557366326451301,Cloud Computing & Infrastructure,0.07815978,0.6444176009857759,1.0,0.716,0.2333252802957328,
73,1,0.636,learn new technologies,Soft,Unknown,['in-dca34ad867616996'],0.1,0.0,Unknown,1.0,0.3556411564350128,Technological Literacy & Digital Fluency,0.07460153,0.6442446456457045,1.0,0.636,0.23327339369371136,
74,1,0.657,serve as a liaison with the information security team,Soft,Unknown,['in-bae8b479625db1b2'],0.1,0.0,Unknown,1.0,0.355126941204071,Cybersecurity,0.038327634,0.6433131437560905,1.0,0.657,0.23299394312682714,
75,1,0.637,collaborate with others,Soft,Unknown,['in-35b0fd014582dbaf'],0.1,0.0,Unknown,1.0,0.3531739637255668,Human-AI Collaboration,0.0069915354,0.6397753212605017,1.0,0.637,0.23193259637815053,
76,1,0.641,solve problems proactively,Soft,Unknown,['in-ded3a3347d3bcae7'],0.1,0.0,Unknown,1.0,0.3520100116729736,Critical Thinking & Problem Solving,0.12483156,0.637666819856479,1.0,0.641,0.2313000459569437,
77,1,0.603,thrive in an agile environment,Soft,Unknown,['in-45b09437e6f9d734'],0.1,0.0,Unknown,1.0,0.3517465442419052,Resilience & Adaptability,0.072677016,0.6371895480933645,1.0,0.603,0.23115686442800934,
78,1,0.572,scale AI-enabled workflows,Hard,Apply,['in-1291ef0e4f87819c'],0.1,0.0,Unknown,1.0,0.3509908095002174,Human-AI Collaboration,0.0027276576,0.6358205331409295,1.0,0.572,0.23074615994227884,
79,1,0.59,push capability into modern AI techniques,Hard,Apply,['in-7c927f240a50a9cc'],0.1,0.0,Unknown,1.0,0.3504697799682617,Human-AI Collaboration,0.04455006,0.6348766871317932,1.0,0.59,0.23046300613953796,
80,1,0.7,lead design of cloud-based platforms,Hard,Create,['in-45b09437e6f9d734'],0.1,0.0,Unknown,1.0,0.3500680208206176,Cloud Computing & Infrastructure,0.11818564,0.6341488996554971,1.0,0.7,0.23024466989664916,
81,1,0.577,deliver high-quality analytics,Hard,Apply,['in-6c717e860c5e6516'],0.1,0.0,Unknown,1.0,0.3477093458175659,Big Data & Analytics,0.07729113,0.6298761553062022,1.0,0.577,0.22896284659186067,
82,1,0.67,leveraging AI to generate insights,Hard,Create,['in-02ef051e5141ce4b'],0.1,0.0,Unknown,1.0,0.3468301892280578,AI & Machine Learning,0.03299579,0.6282835614367178,1.0,0.67,0.22848506843101535,
83,1,0.61,help shape future infrastructure,Soft,Unknown,['in-a7d7380a191d11c4'],0.1,0.0,Unknown,1.0,0.3465114623308181,Cloud Computing & Infrastructure,0.11042023,0.6277061870433032,1.0,0.61,0.22831185611299096,
84,1,0.686,automate infrastructure,Hard,Create,['in-75f30913de1b7459'],0.1,0.0,Unknown,1.0,0.345849360525608,Cloud Computing & Infrastructure,0.06888205,0.6265067883371612,1.0,0.686,0.22795203650114837,
85,1,0.706,build intelligent systems,Hard,Create,['in-18c592689d7d0491'],0.1,0.0,Unknown,1.0,0.3416981771588325,Human-AI Collaboration,0.018527716,0.6189869116053823,1.0,0.706,0.2256960734816147,
86,1,0.624,lead implementation of cloud-based platforms,Hard,Apply,['in-45b09437e6f9d734'],0.1,0.0,Unknown,1.0,0.3400668308138847,Cloud Computing & Infrastructure,0.11552805,0.6160317245329369,1.0,0.624,0.22480951735988106,
87,2,0.5765,focus on automation,Hard,Apply,"['in-a0fcbae76d831775', 'in-ac0e866a9f95bd35']",0.2,0.0,Unknown,1.0,0.2647324800491333,Process Automation & RPA,0.11022779,0.479563401800286,1.0,0.5765,0.2238690205400858,
88,1,0.616,approach problems creatively and collaboratively,Soft,Unknown,['in-97191426cd97dd84'],0.1,0.0,Unknown,1.0,0.3367475509643555,Critical Thinking & Problem Solving,0.052819192,0.6100188426384601,1.0,0.616,0.22300565279153803,
89,2,0.6555,manage projects,Hard,Apply,"['in-487df2b1087d73fa', 'in-4aae1652e7ec2129']",0.2,0.0,Unknown,1.0,0.2614506423473358,Project Management & Agile Methodologies,0.17305896,0.4736183464291493,1.0,0.6555,0.2220855039287448,
90,1,0.606,thrive in a fast-paced environment,Soft,Unknown,['in-97191426cd97dd84'],0.1,0.0,Unknown,1.0,0.3343239426612854,Resilience & Adaptability,0.24217975,0.6056284714900615,1.0,0.606,0.22168854144701844,
91,1,0.613,work autonomously,Soft,Unknown,['in-bbad41219cc740ed'],0.1,0.0,Unknown,1.0,0.3332993894815445,Human-AI Collaboration,0.019208878,0.6037724914149658,1.0,0.613,0.22113174742448974,
92,1,0.602,unlock the power of data driven decision making,Soft,Unknown,['in-fbb699e18d37f468'],0.1,0.0,Unknown,1.0,0.3315067112445831,Big Data & Analytics,0.08768839,0.6005250513067819,1.0,0.602,0.22015751539203457,
93,1,0.628,deploy network infrastructure,Hard,Analyze,['in-ebb58af1f32d768c'],0.1,0.0,Unknown,1.0,0.3309298411011696,Cloud Computing & Infrastructure,0.17509162,0.5994800499215305,1.0,0.628,0.21984401497645914,
94,1,0.681,develop and operate Autonomous Underwater Vehicles (AUVs) and Autonomous Surface Vehicles (USVs),Hard,Create,['in-ce4ba705be083cdb'],0.1,0.0,Unknown,1.0,0.330053961277008,Human-AI Collaboration,0.06412211,0.5978933919188357,1.0,0.681,0.21936801757565072,
95,1,0.61,tackle problems,Soft,Unknown,['in-284b7cf30eb81914'],0.1,0.0,Unknown,1.0,0.3285082340240479,Critical Thinking & Problem Solving,0.15331453,0.5950933039978245,1.0,0.61,0.21852799119934735,
96,1,0.704,analyze solution options,Hard,Analyze,['in-10c22ca2ab379104'],0.1,0.0,Unknown,1.0,0.3271666049957276,Critical Thinking & Problem Solving,0.09667373,0.592662940407169,1.0,0.704,0.2177988821221507,
97,1,0.707,analyze business and technical requirements,Hard,Analyze,['in-b580b7c014d5ef12'],0.1,0.0,Unknown,1.0,0.3268055319786072,Business Analysis & Requirements Engineering,0.32646477,0.5920088559353415,1.0,0.707,0.21760265678060245,
98,1,0.561,turn data into insight,Hard,Apply,['in-4e8588b946d21212'],0.1,0.0,Unknown,1.0,0.3232720613479614,Big Data & Analytics,0.12024471,0.5856079670248481,1.0,0.561,0.21568239010745444,
99,1,0.702,develop a data transformation platform,Hard,Create,['in-12e4e1edda8ca7ae'],0.1,0.0,Unknown,1.0,0.3224234640598297,Big Data & Analytics,0.052649677,0.5840707313891627,1.0,0.702,0.2152212194167488,
100,2,0.617,grow professionally,Soft,Unknown,"['in-795392ba67b03cb2', 'in-9e8b8167a52cb05c']",0.2,0.0,Unknown,1.0,0.2488194555044174,Resilience & Adaptability,0.14961454,0.45073692692958234,1.0,0.617,0.21522107807887472,
101,1,0.632,rightsize infrastructure,Hard,Analyze,['in-a0fcbae76d831775'],0.1,0.0,Unknown,1.0,0.3222045719623566,Cloud Computing & Infrastructure,0.16333072,0.5836742079294348,1.0,0.632,0.21510226237883046,
102,1,0.604,champion a DevOps culture and practices,Soft,Unknown,['in-3a40f4b75ecb8f1e'],0.1,0.0,Unknown,1.0,0.3210601240396499,Cloud Computing & Infrastructure,0.017164648,0.5816010382945844,1.0,0.604,0.21448031148837532,
103,1,0.699,build data pipelines,Hard,Create,['in-da1eee9312990cd0'],0.1,0.0,Unknown,1.0,0.3201599210500717,Big Data & Analytics,0.079197615,0.5799703188304945,1.0,0.699,0.21399109564914837,
104,1,0.613,solve challenging problems,Soft,Unknown,['in-b580b7c014d5ef12'],0.1,0.0,Unknown,1.0,0.3196172714233398,Critical Thinking & Problem Solving,0.18524055,0.5789873079776785,1.0,0.613,0.21369619239330356,
105,1,0.6,learn how to deploy and secure systems,Soft,Unknown,['in-443f3ba3c65aa81b'],0.1,0.0,Unknown,1.0,0.3195438444614411,Cybersecurity,0.04866293,0.5788542948935814,1.0,0.6,0.21365628846807444,
106,1,0.639,thrive in fast-paced environments,Soft,Unknown,['in-35b0fd014582dbaf'],0.1,0.0,Unknown,1.0,0.3193167373538017,Resilience & Adaptability,0.22139505,0.5784428899269815,1.0,0.639,0.21353286697809443,
107,1,0.711,interpret technical vulnerability data,Hard,Understand,['in-04248886f0c9f962'],0.1,0.0,Unknown,1.0,0.3187234103679657,Cybersecurity,0.046541452,0.5773680769397174,1.0,0.711,0.2132104230819152,
108,1,0.708,apply Security Technical Implementation Guides (STIGs),Hard,Apply,['in-04248886f0c9f962'],0.1,0.0,Unknown,1.0,0.31590915620327,Cybersecurity,0.08562395,0.5722700500542305,1.0,0.708,0.21168101501626915,
109,1,0.627,define technology strategies,Hard,Evaluate,['in-92e57e0960d0c733'],0.1,0.0,Unknown,1.0,0.3155355498194694,Technological Literacy & Digital Fluency,0.00017306209,0.5715932613643181,1.0,0.627,0.21147797840929544,
110,1,0.616,craft tools for compute developers,Hard,Create,['in-c5d75e0c5b4f0888'],0.1,0.0,Unknown,1.0,0.3153307914733886,Cloud Computing & Infrastructure,0.05062723,0.5712223412226896,1.0,0.616,0.21136670236680688,
111,1,0.596,accomplish critical missions and objectives,Hard,Apply,['in-ffcc36a373d8599a'],0.1,0.0,Unknown,1.0,0.3146619319915771,Critical Thinking & Problem Solving,0.08399165,0.5700107009722587,1.0,0.596,0.21100321029167762,
112,1,0.593,"contribute to real-time control, safety, autonomy and mission execution",Hard,Apply,['in-ce4ba705be083cdb'],0.1,0.0,Unknown,1.0,0.3139937207102775,Human-AI Collaboration,0.03953907,0.5688002349383142,1.0,0.593,0.21064007048149427,
113,3,0.6106666666666666,provide technical leadership,Soft,Apply,"['in-30af647e83a32e8c', 'in-9ae984f1f5d1226c', 'in-9da8b8c6e52feb61']",0.3,0.0,Unknown,1.0,0.1660678744316101,Advanced Communication & Collaboration,0.07276371,0.3008322770873631,1.0,0.6106666666666666,0.21024968312620892,
114,1,0.694,"program in C, C++ and scripting languages",Hard,Create,['in-c5d75e0c5b4f0888'],0.1,0.0,Unknown,1.0,0.3129870295524597,AI & Machine Learning,0.094153866,0.5669766119506258,1.0,0.694,0.21009298358518774,
115,1,0.702,solve complex problems,Hard,Apply,['in-76d6057eab891b98'],0.1,0.0,Unknown,1.0,0.3108258247375488,Critical Thinking & Problem Solving,0.20132683,0.5630615852306952,1.0,0.702,0.20891847556920856,
116,1,0.615,deliver impactful analytics,Soft,Unknown,['in-fbb699e18d37f468'],0.1,0.0,Unknown,1.0,0.308357959985733,Big Data & Analytics,0.050246954,0.5585910434394343,1.0,0.615,0.2075773130318303,
