job_id,date_posted,total_components,covered_components,coverage_percentage,skill_coverage_pct,knowledge_coverage_pct,avg_skill_confidence,avg_knowledge_confidence,missing_components_count,job_date,job_year,job_month
in-366ed5fb266e1ee3,2026-03-09,19,12,0.2467850980155399,0.0592156117794125,0.2178343741517318,0.671214456,0.75,7,2026-03-09,2026,2026-03
in-361c0675a3147072,2026-03-10,19,4,0.0768513077183773,0.0172331420689662,0.0768513077183773,0.6436164014836364,0.75,15,2026-03-10,2026,2026-03
in-368b730dfbfb2c56,2026-03-11,19,4,0.0855883374160834,0.0486317840742792,0.0846093686003434,0.6899483911679999,0.75,15,2026-03-11,2026,2026-03
in-4249d42ce8b49e38,2026-02-27,19,12,0.2086774433260202,0.2086774433260202,0.0,0.6485296715200001,0.0,7,2026-02-27,2026,2026-02
in-3a40f4b75ecb8f1e,2026-02-17,19,13,0.2949767536705553,0.1306267080987661,0.2669357977415386,0.6684057113417142,0.75,6,2026-02-17,2026,2026-02
in-427c59728dce7b1c,2026-02-05,19,9,0.1872761941190375,0.0686668015562294,0.1662645371336686,0.6380311062109091,0.75,10,2026-02-05,2026,2026-02
in-443f3ba3c65aa81b,2026-03-06,19,10,0.2530618249092288,0.0495151915863704,0.2498275468223973,0.6673934965028572,0.75,9,2026-03-06,2026,2026-03
in-45b09437e6f9d734,2026-01-12,19,6,0.1180595657467165,0.0774856814903362,0.1049927811873586,0.6417976900608,0.75,13,2026-01-12,2026,2026-01
in-476230db996030ac,2026-02-25,19,6,0.0949937225592162,0.0949937225592162,0.0,0.6192826838400003,0.75,13,2026-02-25,2026,2026-02
in-4680a02c6d0fe13f,2025-10-08,19,10,0.21569307066923,0.0616097270765167,0.1937924868182132,0.6625310040576,0.75,9,2025-10-08,2025,2025-10
in-431768e5d2264d2d,2026-02-04,19,13,0.3036071194062087,0.1295977533191018,0.2819390397322805,0.6622785015222858,0.75,6,2026-02-04,2026,2026-02
in-487df2b1087d73fa,2025-09-12,19,6,0.1365214893692418,0.0449459870391659,0.1365214893692418,0.6466009935085716,0.75,13,2025-09-12,2025,2025-09
in-4aae1652e7ec2129,2026-03-05,19,3,0.0547513232882296,0.0547513232882296,0.0228906342857762,0.6191701034400001,0.75,16,2026-03-05,2026,2026-03
in-4b8bdcf374513e65,2026-03-11,19,3,0.0570507250334087,0.0,0.0570507250334087,0.677293813234286,0.75,16,2026-03-11,2026,2026-03
in-4bfdb6f4c263beeb,2026-02-12,19,0,0.0,0.0,0.0,0.0,0.0,19,2026-02-12,2026,2026-02
in-4607712162e9e8e3,2026-02-11,19,0,0.0,0.0,0.0,0.0,0.0,19,2026-02-11,2026,2026-02
in-4cf5479496e4301e,2026-03-11,19,2,0.0231433517599358,0.0231433517599358,0.0,0.64906769304,0.0,17,2026-03-11,2026,2026-03
in-4aab702ede0af613,2026-02-25,19,6,0.1218004122470011,0.0495462187904516,0.0722541934565494,0.6311017115007206,0.75,13,2026-02-25,2026,2026-02
in-4bd1ca2b1bfdfa6d,2026-02-13,19,9,0.1913621346275093,0.0843691901190291,0.170219033642819,0.669677946964898,0.75,10,2026-02-13,2026,2026-02
in-4e3bc9e1167b473b,2026-03-05,19,8,0.1464585031649171,0.1281432554689521,0.0482509638133802,0.6462983750068998,0.75,11,2026-03-05,2026,2026-03
in-52e6f29b864a68b0,2025-10-31,19,0,0.0,0.0,0.0,0.0,0.0,19,2025-10-31,2025,2025-10
in-4fac46ba90c4b16c,2025-07-01,19,10,0.2185527524611465,0.0506499881603453,0.2047312824349654,0.68858836992,0.75,9,2025-07-01,2025,2025-07
in-4ede713a5581ba77,2026-03-10,19,5,0.0923253023780613,0.0448973024758302,0.0781961673184445,0.68485554432,0.75,14,2026-03-10,2026,2026-03
in-4e8588b946d21212,2026-01-21,19,12,0.2249890486684529,0.0947610418287007,0.1302280068397522,0.6566075157425936,0.75,7,2026-01-21,2026,2026-01
in-53f9dbfe59309995,2026-03-04,19,0,0.0,0.0,0.0,0.6284093348571429,0.0,19,2026-03-04,2026,2026-03
in-54a14ff32d718ad0,2026-03-02,19,1,0.0184269039254439,0.0,0.0184269039254439,0.6269031652800001,0.75,18,2026-03-02,2026,2026-03
in-5673cefe021ebc42,2026-02-26,19,2,0.0410577460339194,0.0222049782767001,0.0410577460339194,0.6408326319634287,0.75,17,2026-02-26,2026,2026-02
in-5a117bdee62644fa,2026-02-25,19,3,0.0589867998407374,0.0217670558611327,0.0372197439796046,0.6399185068800002,0.75,16,2026-02-25,2026,2026-02
in-530771fbfe728d26,2026-03-10,19,6,0.1015240971386393,0.0612931524784507,0.0577309595911126,0.6527810690784002,0.75,13,2026-03-10,2026,2026-03
in-63be0cc7d27e5935,2026-02-18,19,8,0.1578291859403872,0.0413571112070466,0.129367542894263,0.626152790016,0.75,11,2026-02-18,2026,2026-02
in-62a6486e8ffb7e03,2026-03-06,19,5,0.0813743626730971,0.0303952930135126,0.0509790696595844,0.633234394932245,0.75,14,2026-03-06,2026,2026-03
in-689e468185a4b009,2025-12-01,19,2,0.0414465421124508,0.0,0.0414465421124508,0.0,0.75,17,2025-12-01,2025,2025-12
in-5869692bb5b2b17a,2026-03-03,19,11,0.2335722413161804,0.1286653822776092,0.2335288166999817,0.6464442947136001,0.75,8,2026-03-03,2026,2026-03
in-655d9866cfe91a28,2025-11-07,19,3,0.037619314939871,0.037619314939871,0.0,0.6188355687796364,0.75,16,2025-11-07,2025,2025-11
in-6818c9f518bb5702,2025-10-06,19,4,0.0780270285108579,0.0291097591406548,0.0647780261541667,0.6372789807085715,0.75,15,2025-10-06,2025,2025-10
in-6c187121691e9a94,2025-11-03,19,2,0.0229414117155977,0.0229414117155977,0.0,0.5716826640000001,0.75,17,2025-11-03,2025,2025-11
in-6d91dacdaa2c2056,2026-02-25,19,0,0.0,0.0,0.0,0.0,0.0,19,2026-02-25,2026,2026-02
in-6953506b6f0d8ecb,2026-03-09,19,13,0.2872305691365461,0.1165205473666502,0.2695275193766544,0.6589558632960001,0.75,6,2026-03-09,2026,2026-03
in-725db5ff1965a5cf,2026-02-25,19,0,0.0,0.0,0.0,0.6474157516800001,0.75,19,2026-02-25,2026,2026-02
in-67e6b59a925f7a89,2026-03-05,19,2,0.0269564388613161,0.0269564388613161,0.0,0.6442536543634287,0.75,17,2026-03-05,2026,2026-03
in-6c717e860c5e6516,2026-03-03,19,6,0.1185740288935209,0.0114837592281885,0.1185740288935209,0.6275218973538462,0.75,13,2026-03-03,2026,2026-03
in-6a0c6e81b38e7258,2026-03-06,19,12,0.2500762864163047,0.09813905441926,0.2500762864163047,0.6506882283927273,0.75,7,2026-03-06,2026,2026-03
in-781169c7c7526b52,2026-02-24,19,0,0.0,0.0,0.0,0.0,0.0,19,2026-02-24,2026,2026-02
in-75f30913de1b7459,2026-03-07,19,6,0.1213086178637717,0.0797737644840741,0.0596711359525981,0.6507391996800002,0.75,13,2026-03-07,2026,2026-03
in-794e7d4677106122,2026-02-10,19,0,0.0,0.0,0.0,0.0,0.0,19,2026-02-10,2026,2026-02
in-753a69a3294291c7,2025-08-25,19,4,0.0586972229015736,0.0538739103197804,0.0199974436508981,0.638210324736,0.75,15,2025-08-25,2025,2025-08
in-76d6057eab891b98,2025-09-03,19,7,0.1248303245235477,0.1248303245235477,0.0,0.64363283712,0.75,12,2025-09-03,2025,2025-09
in-788288259e19ed8a,2025-07-28,19,11,0.2279389734172015,0.100080379937864,0.1860527778926649,0.661510075810909,0.75,8,2025-07-28,2025,2025-07
in-7c6b469bd3c32c83,2026-03-11,19,3,0.0511578989175966,0.0271302245529203,0.0403937477814523,0.635972214528,0.75,16,2026-03-11,2026,2026-03
in-795392ba67b03cb2,2025-06-25,19,5,0.1035579277757881,0.0947874941692626,0.0214352620275397,0.6635867011200001,0.75,14,2025-06-25,2025,2025-06
in-7c927f240a50a9cc,2026-01-28,19,10,0.184694508643628,0.0461764644677188,0.1504601484850833,0.627959774464,0.75,9,2026-01-28,2026,2026-01
in-7c9ea1b5273ae869,2026-03-10,19,4,0.0952913252930892,0.052365454675023,0.0952913252930892,0.6422593968000001,0.75,15,2026-03-10,2026,2026-03
in-801e77fe9dd77c2d,2026-03-10,19,10,0.2022664920380191,0.1294877611091431,0.1606419023714567,0.6668811053568,0.75,9,2026-03-10,2026,2026-03
in-7e3654818d829d5e,2026-03-11,19,5,0.0956859816419079,0.0956859816419079,0.0,0.6529767079073685,0.75,14,2026-03-11,2026,2026-03
in-8169c429e2a25414,2026-01-12,19,4,0.050494435545238,0.050494435545238,0.0,0.63481750272,0.0,15,2026-01-12,2026,2026-01
in-73b5ece9f9ecc3a9,2025-07-31,19,17,0.4187157801283468,0.1211516473364549,0.3317725445094862,0.67455790221312,0.75,2,2025-07-31,2025,2025-07
in-83f00d28538ebd69,2025-12-02,19,0,0.0,0.0,0.0,0.0,0.0,19,2025-12-02,2025,2025-12
in-7dc858872dcb56a7,2026-02-19,19,0,0.0,0.0,0.0,0.0,0.0,19,2026-02-19,2026,2026-02
in-84d2fa98d8fcc8bd,2026-03-06,19,0,0.0,0.0,0.0,0.0,0.0,19,2026-03-06,2026,2026-03
in-8259575278ff15e8,2026-03-10,19,0,0.0,0.0,0.0,0.0,0.0,19,2026-03-10,2026,2026-03
in-855153acea2ff45b,2026-02-23,19,0,0.0,0.0,0.0,0.0,0.0,19,2026-02-23,2026,2026-02
in-85ae80433e755493,2025-11-04,19,0,0.0,0.0,0.0,0.0,0.0,19,2025-11-04,2025,2025-11
in-8965b5e134360c3a,2026-03-10,19,0,0.0,0.0,0.0,0.0,0.0,19,2026-03-10,2026,2026-03
in-8a65e23011f0b499,2026-03-11,19,0,0.0,0.0,0.0,0.0,0.0,19,2026-03-11,2026,2026-03
in-8b20d58614610842,2026-01-20,19,3,0.0482647444818462,0.0108517760470607,0.0374129684347855,0.6622487424,0.75,16,2026-01-20,2026,2026-01
in-8c46863a1ce899a0,2025-11-13,19,8,0.1757608595280818,0.0982500610147901,0.1458840043921219,0.634016491817143,0.75,11,2025-11-13,2025,2025-11
in-8f51743560d7b55b,2025-12-19,19,0,0.0,0.0,0.0,0.0,0.0,19,2025-12-19,2025,2025-12
in-8d007d54a6e9b3b3,2026-03-10,19,4,0.0669718927254162,0.0608968951384014,0.0552482034030713,0.633245663417143,0.75,15,2026-03-10,2026,2026-03
in-904355e3b43a86f2,2026-03-06,19,0,0.0,0.0,0.0,0.0,0.0,19,2026-03-06,2026,2026-03
in-8d9ae454713adb22,2026-02-26,19,5,0.0939756009121063,0.0909770206182133,0.0364696421121296,0.6707074268159999,0.75,14,2026-02-26,2026,2026-02
in-871bae54762204ea,2026-03-04,19,4,0.0868371775275782,0.0,0.0868371775275782,0.6024662656457144,0.75,15,2026-03-04,2026,2026-03
in-8b3ede5765e5e1c9,2026-03-09,19,12,0.278300756587738,0.1337695533552647,0.2531766960495397,0.6547402147885715,0.75,7,2026-03-09,2026,2026-03
in-9969a26138c87cd4,2026-03-11,19,0,0.0,0.0,0.0,0.0,0.0,19,2026-03-11,2026,2026-03
in-9378455c1bb091a1,2025-03-14,19,7,0.1599866891747347,0.1029530549889436,0.0766069443602311,0.6335020944,0.75,12,2025-03-14,2025,2025-03
in-9ae984f1f5d1226c,2026-03-05,19,1,0.0176195232491744,0.0,0.0176195232491744,0.64737792,0.75,18,2026-03-05,2026,2026-03
in-9be994077c46b7ef,2026-01-21,19,1,0.0123139994588999,0.0123139994588999,0.0,0.6426532713600002,0.0,18,2026-01-21,2026,2026-01
in-97191426cd97dd84,2026-02-10,19,4,0.0855230152003641,0.0421690274301094,0.0750673921484696,0.6291547916050286,0.75,15,2026-02-10,2026,2026-02
in-92e57e0960d0c733,2026-03-03,19,16,0.3713593758756608,0.2947831487507843,0.17224091667878,0.6422184648000001,0.75,3,2026-03-03,2026,2026-03
in-9f2148688a920fb2,2026-01-15,19,3,0.0458788404003443,0.0458788404003443,0.0,0.67256331264,0.0,16,2026-01-15,2026,2026-01
in-a0434a0f405c6949,2025-11-24,19,0,0.0,0.0,0.0,0.0,0.0,19,2025-11-24,2025,2025-11
in-9da8b8c6e52feb61,2026-03-04,19,7,0.1394971166090889,0.0481923472398614,0.1157111707486604,0.6399044522813793,0.75,12,2026-03-04,2026,2026-03
in-989af9a20b8f9ee7,2026-02-12,19,9,0.1358457921518877,0.1166148240780929,0.0192309680737947,0.6559849607040001,0.75,10,2026-02-12,2026,2026-02
in-9e8b8167a52cb05c,2026-03-11,19,6,0.1092113998024253,0.0806059898087154,0.0503930963967975,0.6257297131520001,0.75,13,2026-03-11,2026,2026-03
in-a0c45f0fdfea2762,2026-02-19,19,2,0.0430450859822725,0.017038564934112,0.0430450859822725,0.6474010497662338,0.75,17,2026-02-19,2026,2026-02
in-9f929fe6c651de14,2026-03-10,19,4,0.1115247844281857,0.0635698038759586,0.0941458865215904,0.6236197630420647,0.75,15,2026-03-10,2026,2026-03
in-a0fcbae76d831775,2026-03-11,19,9,0.1898476495869168,0.1555296777874076,0.0467596254850688,0.6338745105408001,0.75,10,2026-03-11,2026,2026-03
in-a2a8769491dd2881,2026-03-10,19,5,0.1152894352611742,0.0530238973415697,0.1152894352611742,0.6423723273600002,0.75,14,2026-03-10,2026,2026-03
in-a365d58724aaf9f6,2026-03-10,19,5,0.1068018586810942,0.0408655886812747,0.1028244570681923,0.6454617203199999,0.75,14,2026-03-10,2026,2026-03
in-a7d7380a191d11c4,2026-03-02,19,1,0.0181719039615831,0.0138755581700703,0.0181719039615831,0.6460931223771429,0.75,18,2026-03-02,2026,2026-03
in-a77e7fdadad1bd31,2026-03-10,19,2,0.0357807077859577,0.0,0.0357807077859577,0.618574172340706,0.75,17,2026-03-10,2026,2026-03
in-a48e951226650184,2026-03-10,19,7,0.1381481107912565,0.0242392892964966,0.1381481107912565,0.6353953587200001,0.75,12,2026-03-10,2026,2026-03
in-a794eba7547094f4,2026-01-28,19,1,0.0264234079010715,0.0264234079010715,0.0,0.6367928227200002,0.75,18,2026-01-28,2026,2026-01
in-a93e72b7dcd9eafa,2026-02-19,19,0,0.0,0.0,0.0,0.6556608,0.0,19,2026-02-19,2026,2026-02
in-aacd29a042e1e8f2,2026-01-21,19,0,0.0,0.0,0.0,0.0,0.0,19,2026-01-21,2026,2026-01
in-ac0e866a9f95bd35,2026-03-03,19,1,0.0114821383001935,0.0114821383001935,0.0,0.5985665875200001,0.0,18,2026-03-03,2026,2026-03
in-b486754d4fef47b1,2025-12-17,19,10,0.2245944198809172,0.0173131425572962,0.2245944198809172,0.6712334542080001,0.75,9,2025-12-17,2025,2025-12
in-acd852647e0ad998,2026-03-09,19,10,0.2109425361218565,0.0443271283959436,0.1975443457302294,0.6452342154240001,0.75,9,2026-03-09,2026,2026-03
in-b2a73f3ed5db96fc,2025-12-04,19,5,0.1183967612403373,0.0634624045257875,0.0549343567145498,0.63842963712,0.75,14,2025-12-04,2025,2025-12
in-b4af93f913150cac,2025-11-28,19,2,0.0256345155691228,0.0256345155691228,0.0,0.657370626336,0.75,17,2025-11-28,2025,2025-11
in-b5cb68d789cf3d9b,2026-02-26,19,0,0.0,0.0,0.0,0.0,0.0,19,2026-02-26,2026,2026-02
in-a778ff74a3735980,2025-10-22,19,5,0.097752698431209,0.0344073667416112,0.0834018437485945,0.6523327675273846,0.75,14,2025-10-22,2025,2025-10
in-bae8b479625db1b2,2026-03-11,19,4,0.0831840972862137,0.0336427512994097,0.0663224195179186,0.6392522662217144,0.75,15,2026-03-11,2026,2026-03
in-bae7da04393e2cef,2026-01-22,19,3,0.0651592367573788,0.0129724068384152,0.0651592367573788,0.5929117394400001,0.75,16,2026-01-22,2026,2026-01
in-b580b7c014d5ef12,2025-06-13,19,18,0.4015718731688519,0.3042302567383689,0.2455358467603985,0.6746733820594286,0.75,1,2025-06-13,2025,2025-06
in-b717309a36d86a55,2026-03-08,19,6,0.1285759972457585,0.0223304475167626,0.1259233813536794,0.6618093712018287,0.75,13,2026-03-08,2026,2026-03
in-bfc96d1f328a3175,2026-03-04,19,1,0.0230235212511617,0.0230235212511617,0.0,0.6292941321600001,0.75,18,2026-03-04,2026,2026-03
in-b96ed15875997926,2026-02-27,19,8,0.184604908316314,0.1612856237301565,0.063157898501346,0.6550206954561577,0.75,11,2026-02-27,2026,2026-02
in-c1301d998f72000a,2025-12-08,19,0,0.0,0.0,0.0,0.0,0.0,19,2025-12-08,2025,2025-12
in-bbad41219cc740ed,2026-01-27,19,7,0.1284352277074838,0.0590975495077145,0.1004767637503774,0.6275189970189474,0.75,12,2026-01-27,2026,2026-01
in-bc40d95a380aa266,2026-02-10,19,10,0.1877515698352286,0.0682961056065286,0.1672580311172887,0.6209710262400001,0.75,9,2026-02-10,2026,2026-02
in-c6866d971578e5f5,2026-03-12,19,0,0.0,0.0,0.0,0.0,0.0,19,2026-03-12,2026,2026-03
in-bc0aa6df2d805b7b,2025-11-18,19,6,0.1230017521131289,0.0561332238078041,0.1101005560473392,0.6394783582989475,0.75,13,2025-11-18,2025,2025-11
in-ca1f7fd7915eac82,2025-12-29,19,0,0.0,0.0,0.0,0.0,0.0,19,2025-12-29,2025,2025-12
in-c537f69349c9b14d,2026-02-26,19,8,0.1726467894114813,0.051897679194928,0.1528266379707738,0.6485822314057144,0.75,11,2026-02-26,2026,2026-02
in-cc977b538c3a4a86,2026-03-06,19,1,0.0203914422737924,0.0,0.0203914422737924,0.6436392000000001,0.75,18,2026-03-06,2026,2026-03
in-c5d75e0c5b4f0888,2026-02-17,19,12,0.3013479826120475,0.2611481147787527,0.249045403380143,0.6683158812754286,0.75,7,2026-02-17,2026,2026-02
in-cf33fce1da9e5f1f,2026-03-03,19,3,0.0615605769889518,0.0232380686538383,0.0383225083351135,0.6520909186285716,0.75,16,2026-03-03,2026,2026-03
in-ce4ba705be083cdb,2026-01-22,19,5,0.1006036312956559,0.0,0.1006036312956559,0.6293600830005195,0.75,14,2026-01-22,2026,2026-01
in-d058a60328482955,2025-12-09,19,14,0.2738740667777875,0.1321383635222442,0.2305666377669886,0.6610179474432,0.75,5,2025-12-09,2025,2025-12
in-c58b6cbd0462f519,2026-01-13,19,5,0.1013543973717293,0.0583437928729871,0.0871825876988862,0.6511627073828573,0.75,14,2026-01-13,2026,2026-01
in-d7d35694d4becf69,2026-03-07,19,4,0.0735704729431554,0.0,0.0735704729431554,0.6411416985600001,0.75,15,2026-03-07,2026,2026-03
in-dca34ad867616996,2026-02-20,19,5,0.089970546366878,0.0609759373927945,0.0686650044039676,0.6104987630400002,0.75,14,2026-02-20,2026,2026-02
in-d2d8bf4d4164f68a,2026-02-04,19,0,0.0,0.0,0.0,0.0,0.0,19,2026-02-04,2026,2026-02
in-c795d5647c5b2fa6,2026-03-09,19,9,0.1893932935918423,0.1876271186928252,0.0878409448422883,0.6447271940452175,0.75,10,2026-03-09,2026,2026-03
in-da1eee9312990cd0,2025-11-15,19,7,0.1467331681199026,0.0455709780640584,0.1318203788054617,0.6590915569152,0.75,12,2025-11-15,2025,2025-11
in-e1f6fb04d77bbcd3,2026-03-10,19,9,0.1689525889640038,0.0744537262701683,0.1568472692840977,0.6621692438160002,0.75,10,2026-03-10,2026,2026-03
