job_id,model,skill_count,hard_skill_count,soft_skill_count,knowledge_count,avg_confidence,bloom_remember,bloom_understand,bloom_apply,bloom_analyze,bloom_evaluate,bloom_create,bloom_na,coverage_pct,confidence_vh,confidence_h,confidence_mh,confidence_m,confidence_ml,confidence_l,confidence_vl
in-3a40f4b75ecb8f1e,Hybrid,15,11,4,17,0.6684057113417142,0,0,3,0,1,7,4,0.29497675367055537,0,0,8,6,1,0,0
in-427c59728dce7b1c,LLM,11,8,3,9,0.6380311062109091,1,0,4,0,0,3,3,0,0,0,2,6,3,0,0
in-427c59728dce7b1c,Hybrid,11,8,3,9,0.6380311062109091,1,0,4,0,0,3,3,0.18727619411903756,0,0,2,6,3,0,0
in-443f3ba3c65aa81b,LLM,6,2,4,27,0.6673934965028572,0,0,0,0,0,2,4,0,0,0,3,3,0,0,0
in-443f3ba3c65aa81b,Hybrid,6,2,4,27,0.6673934965028572,0,0,0,0,0,2,4,0.2530618249092288,0,0,3,3,0,0,0
in-45b09437e6f9d734,LLM,10,7,3,5,0.6417976900608,0,0,5,0,0,2,3,0,0,0,2,6,2,0,0
in-45b09437e6f9d734,Hybrid,10,7,3,5,0.6417976900608,0,0,5,0,0,2,3,0.11805956574671658,0,0,2,6,2,0,0
in-476230db996030ac,LLM,3,3,0,3,0.6192826838400003,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0
in-476230db996030ac,Hybrid,3,3,0,3,0.6192826838400003,0,0,1,0,0,2,0,0.0949937225592162,0,0,0,2,1,0,0
in-4680a02c6d0fe13f,LLM,10,6,4,16,0.6625310040576,0,0,3,1,0,2,4,0,0,0,4,5,1,0,0
in-4680a02c6d0fe13f,Hybrid,10,6,4,16,0.6625310040576,0,0,3,1,0,2,4,0.21569307066923005,0,0,4,5,1,0,0
in-431768e5d2264d2d,LLM,20,15,5,27,0.6622785015222858,0,0,2,0,2,11,5,0,0,0,6,14,0,0,0
in-431768e5d2264d2d,Hybrid,20,15,5,27,0.6622785015222858,0,0,2,0,2,11,5,0.30360711940620877,0,0,6,14,0,0,0
in-487df2b1087d73fa,LLM,7,2,5,8,0.6466009935085716,0,0,1,0,0,1,5,0,0,0,0,7,0,0,0
in-487df2b1087d73fa,Hybrid,7,2,5,8,0.6466009935085716,0,0,1,0,0,1,5,0.13652148936924183,0,0,0,7,0,0,0
in-4aae1652e7ec2129,LLM,8,5,3,3,0.6191701034400001,0,0,4,0,0,1,3,0,0,0,0,5,3,0,0
in-4aae1652e7ec2129,Hybrid,8,5,3,3,0.6191701034400001,0,0,4,0,0,1,3,0.05475132328822962,0,0,0,5,3,0,0
in-4b8bdcf374513e65,LLM,5,5,0,6,0.677293813234286,0,0,1,1,2,1,0,0,0,0,0,5,0,0,0
in-4b8bdcf374513e65,Hybrid,5,5,0,6,0.677293813234286,0,0,1,1,2,1,0,0.057050725033408724,0,0,0,5,0,0,0
in-4cf5479496e4301e,LLM,12,8,4,0,0.64906769304,0,1,3,0,2,2,4,0,0,0,0,10,2,0,0
in-4cf5479496e4301e,Hybrid,12,8,4,0,0.64906769304,0,1,3,0,2,2,4,0.023143351759935867,0,0,0,10,2,0,0
in-4aab702ede0af613,LLM,23,17,6,11,0.6311017115007206,1,1,10,1,3,1,6,0,0,0,3,13,7,0,0
in-4aab702ede0af613,Hybrid,23,17,6,11,0.6311017115007206,1,1,10,1,3,1,6,0.1218004122470011,0,0,3,13,7,0,0
in-4bd1ca2b1bfdfa6d,LLM,28,24,4,12,0.669677946964898,1,0,2,3,2,16,4,0,0,0,8,20,0,0,0
in-4bd1ca2b1bfdfa6d,Hybrid,28,24,4,12,0.669677946964898,1,0,2,3,2,16,4,0.19136213462750937,0,0,8,20,0,0,0
in-4e3bc9e1167b473b,LLM,9,7,2,1,0.6462983750068998,0,0,2,0,0,5,2,0,0,0,3,5,0,1,0
in-4e3bc9e1167b473b,Hybrid,9,7,2,1,0.6462983750068998,0,0,2,0,0,5,2,0.14645850316491715,0,0,3,5,0,1,0
in-4fac46ba90c4b16c,LLM,6,5,1,11,0.68858836992,0,0,1,0,0,4,1,0,0,0,4,2,0,0,0
in-4fac46ba90c4b16c,Hybrid,6,5,1,11,0.68858836992,0,0,1,0,0,4,1,0.21855275246114658,0,0,4,2,0,0,0
in-4ede713a5581ba77,LLM,4,4,0,4,0.68485554432,0,0,1,0,1,2,0,0,0,0,3,0,1,0,0
in-4ede713a5581ba77,Hybrid,4,4,0,4,0.68485554432,0,0,1,0,1,2,0,0.09232530237806136,0,0,3,0,1,0,0
in-4e8588b946d21212,LLM,13,10,3,11,0.6566075157425936,0,1,1,0,1,7,3,0,0,0,0,12,1,0,0
in-4e8588b946d21212,Hybrid,13,10,3,11,0.6566075157425936,0,1,1,0,1,7,3,0.22498904866845293,0,0,0,12,1,0,0
in-53f9dbfe59309995,LLM,5,0,5,0,0.6284093348571429,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0
in-53f9dbfe59309995,Hybrid,5,0,5,0,0.6284093348571429,0,0,0,0,0,0,5,0.0,0,0,0,5,0,0,0
in-54a14ff32d718ad0,LLM,6,4,2,9,0.6269031652800001,0,0,2,0,0,2,2,0,0,0,0,4,2,0,0
in-54a14ff32d718ad0,Hybrid,6,4,2,9,0.6269031652800001,0,0,2,0,0,2,2,0.018426903925443952,0,0,0,4,2,0,0
in-5673cefe021ebc42,LLM,8,6,2,4,0.6408326319634287,0,0,1,3,1,1,2,0,0,0,1,6,1,0,0
in-5673cefe021ebc42,Hybrid,8,6,2,4,0.6408326319634287,0,0,1,3,1,1,2,0.041057746033919484,0,0,1,6,1,0,0
in-5a117bdee62644fa,LLM,4,1,3,4,0.6399185068800002,0,0,0,0,0,1,3,0,0,0,1,3,0,0,0
in-5a117bdee62644fa,Hybrid,4,1,3,4,0.6399185068800002,0,0,0,0,0,1,3,0.05898679984073742,0,0,1,3,0,0,0
in-530771fbfe728d26,LLM,10,8,2,10,0.6527810690784002,0,0,1,0,1,6,2,0,0,0,0,8,2,0,0
in-530771fbfe728d26,Hybrid,10,8,2,10,0.6527810690784002,0,0,1,0,1,6,2,0.10152409713863933,0,0,0,8,2,0,0
in-63be0cc7d27e5935,LLM,10,3,7,9,0.626152790016,0,0,1,0,1,1,7,0,0,0,1,9,0,0,0
in-63be0cc7d27e5935,Hybrid,10,3,7,9,0.626152790016,0,0,1,0,1,1,7,0.15782918594038722,0,0,1,9,0,0,0
in-62a6486e8ffb7e03,LLM,14,6,8,1,0.633234394932245,0,0,2,0,0,4,8,0,0,0,2,10,2,0,0
in-62a6486e8ffb7e03,Hybrid,14,6,8,1,0.633234394932245,0,0,2,0,0,4,8,0.08137436267309711,0,0,2,10,2,0,0
in-5869692bb5b2b17a,LLM,15,13,2,12,0.6464442947136001,0,2,4,1,1,5,2,0,0,0,0,12,3,0,0
in-5869692bb5b2b17a,Hybrid,15,13,2,12,0.6464442947136001,0,2,4,1,1,5,2,0.23357224131618046,0,0,0,12,3,0,0
in-655d9866cfe91a28,LLM,11,6,5,4,0.6188355687796364,0,0,4,0,0,2,5,0,0,0,1,5,5,0,0
in-655d9866cfe91a28,Hybrid,11,6,5,4,0.6188355687796364,0,0,4,0,0,2,5,0.037619314939871036,0,0,1,5,5,0,0
in-6818c9f518bb5702,LLM,7,4,3,1,0.6372789807085715,0,0,2,0,0,2,3,0,0,0,0,6,1,0,0
in-6818c9f518bb5702,Hybrid,7,4,3,1,0.6372789807085715,0,0,2,0,0,2,3,0.07802702851085795,0,0,0,6,1,0,0
in-6c187121691e9a94,LLM,2,2,0,2,0.5716826640000001,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0
in-6c187121691e9a94,Hybrid,2,2,0,2,0.5716826640000001,0,0,2,0,0,0,0,0.02294141171559776,0,0,0,0,2,0,0
in-6953506b6f0d8ecb,LLM,10,6,4,11,0.6589558632960001,0,0,1,0,0,5,4,0,0,0,4,5,1,0,0
in-6953506b6f0d8ecb,Hybrid,10,6,4,11,0.6589558632960001,0,0,1,0,0,5,4,0.28723056913654615,0,0,4,5,1,0,0
in-725db5ff1965a5cf,LLM,3,3,0,1,0.6474157516800001,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0
in-725db5ff1965a5cf,Hybrid,3,3,0,1,0.6474157516800001,0,0,2,1,0,0,0,0.0,0,0,1,2,0,0,0
in-67e6b59a925f7a89,LLM,25,17,8,10,0.6442536543634287,0,0,10,1,5,1,8,0,0,0,0,20,5,0,0
in-67e6b59a925f7a89,Hybrid,25,17,8,10,0.6442536543634287,0,0,10,1,5,1,8,0.026956438861316157,0,0,0,20,5,0,0
in-6c717e860c5e6516,LLM,13,5,8,6,0.6275218973538462,1,0,2,0,2,0,8,0,0,0,0,11,2,0,0
in-6c717e860c5e6516,Hybrid,13,5,8,6,0.6275218973538462,1,0,2,0,2,0,8,0.11857402889352098,0,0,0,11,2,0,0
in-6a0c6e81b38e7258,LLM,8,5,3,5,0.6506882283927273,0,0,3,0,0,2,3,0,0,0,1,6,1,0,0
in-6a0c6e81b38e7258,Hybrid,8,5,3,5,0.6506882283927273,0,0,3,0,0,2,3,0.25007628641630475,0,0,1,6,1,0,0
in-75f30913de1b7459,LLM,5,4,1,3,0.6507391996800002,0,0,2,0,0,2,1,0,0,0,0,4,1,0,0
in-75f30913de1b7459,Hybrid,5,4,1,3,0.6507391996800002,0,0,2,0,0,2,1,0.12130861786377174,0,0,0,4,1,0,0
in-753a69a3294291c7,LLM,10,4,6,5,0.638210324736,0,0,1,0,0,3,6,0,0,0,2,8,0,0,0
in-753a69a3294291c7,Hybrid,10,4,6,5,0.638210324736,0,0,1,0,0,3,6,0.05869722290157364,0,0,2,8,0,0,0
in-76d6057eab891b98,LLM,10,6,4,2,0.64363283712,0,0,4,0,1,1,4,0,0,0,1,8,1,0,0
in-76d6057eab891b98,Hybrid,10,6,4,2,0.64363283712,0,0,4,0,1,1,4,0.12483032452354774,0,0,1,8,1,0,0
in-788288259e19ed8a,LLM,11,10,1,7,0.661510075810909,0,0,0,1,3,6,1,0,0,0,2,9,0,0,0
in-788288259e19ed8a,Hybrid,11,10,1,7,0.661510075810909,0,0,0,1,3,6,1,0.22793897341720157,0,0,2,9,0,0,0
in-7c6b469bd3c32c83,LLM,10,3,7,8,0.635972214528,0,0,1,1,1,0,7,0,0,0,2,7,1,0,0
in-7c6b469bd3c32c83,Hybrid,10,3,7,8,0.635972214528,0,0,1,1,1,0,7,0.05115789891759665,0,0,2,7,1,0,0
in-795392ba67b03cb2,LLM,8,4,4,2,0.6635867011200001,0,0,1,0,2,1,4,0,0,0,1,7,0,0,0
in-795392ba67b03cb2,Hybrid,8,4,4,2,0.6635867011200001,0,0,1,0,2,1,4,0.10355792777578814,0,0,1,7,0,0,0
in-7c927f240a50a9cc,LLM,9,8,1,9,0.627959774464,1,0,2,0,1,4,1,0,0,0,1,6,2,0,0
in-7c927f240a50a9cc,Hybrid,9,8,1,9,0.627959774464,1,0,2,0,1,4,1,0.18469450864362802,0,0,1,6,2,0,0
in-7c9ea1b5273ae869,LLM,8,7,1,9,0.6422593968000001,0,0,3,1,2,1,1,0,0,0,3,3,2,0,0
in-7c9ea1b5273ae869,Hybrid,8,7,1,9,0.6422593968000001,0,0,3,1,2,1,1,0.09529132529308923,0,0,3,3,2,0,0
in-801e77fe9dd77c2d,LLM,5,4,1,14,0.6668811053568,0,0,0,1,1,2,1,0,0,0,2,3,0,0,0
in-801e77fe9dd77c2d,Hybrid,5,4,1,14,0.6668811053568,0,0,0,1,1,2,1,0.2022664920380191,0,0,2,3,0,0,0
in-7e3654818d829d5e,LLM,19,13,6,3,0.6529767079073685,0,0,10,1,2,0,6,0,0,0,5,10,4,0,0
in-7e3654818d829d5e,Hybrid,19,13,6,3,0.6529767079073685,0,0,10,1,2,0,6,0.09568598164190796,0,0,5,10,4,0,0
in-8169c429e2a25414,LLM,8,4,4,0,0.63481750272,0,0,2,2,0,0,4,0,0,0,2,6,0,0,0
in-8169c429e2a25414,Hybrid,8,4,4,0,0.63481750272,0,0,2,2,0,0,4,0.05049443554523801,0,0,2,6,0,0,0
in-73b5ece9f9ecc3a9,LLM,25,19,6,44,0.67455790221312,0,1,3,3,4,8,6,0,0,0,14,11,0,0,0
