job_id,raw_text,final_skills,final_skills_count,final_knowledge,final_knowledge_count,final_hard_skills,final_soft_skills,final_bloom_distribution,coverage_percentage,skill_coverage_pct,knowledge_coverage_pct,missing_components_count,model_agreement_score,final_avg_confidence,avg_semantic_density,avg_context_agreement
in-0250e3c3a534c646,"If you thrive in a collaborative, fast -moving environment where trust and impact matter, you’ll feel at home here. About the Role: We are looking for a Database Engineer with a platform mindset to join our Infrastructure department.In this role, you will not simply ""manage tickets"" or manually tune SQL queries.
Instead, you will be a force multiplier and an enabler, constantly mindful of reliability and scalability.
Your mission is to codify your deep database expertise into tools, modules, and","[""design and develop internal platform capabilities"", ""provision and manage data resources"", ""turn complex infrastructure requirements into simple interfaces"", ""write automation for best practices"", ""apply best practices for indexing"", ""apply best practices for schema design"", ""apply best practices for security configurations"", ""create out-of-the-box observability"", ""collaborate in a fast-moving environment"", ""build trust and impact"", ""enable and multiply force"", ""be mindful of reliability"", ""be mindful of scalability"", ""codify deep database expertise"", ""make database management effortless"", ""make observability effortless"", ""build golden paths for developers"", ""allow developers to spin up databases"", ""allow developers to scale databases"", ""allow developers to monitor databases"", ""ensure safety is baked in by default"", ""ensure security is baked in by default"", ""ensure best practices are baked in by default"", ""abstract the complexity of the data layer"", ""handle complexity for developers"", ""shift left database expertise"", ""embed knowledge into code"", ""democratize observability""]",28,"[""Database"", ""SQL"", ""Terraform"", ""AWS parameter groups"", ""replication lag"", ""infrastructure"", ""automation scripts"", ""indexing"", ""schema design"", ""security configurations"", ""observability"", ""platform"", ""self-service tooling"", ""declarative interfaces""]",14,23,5,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 10, ""Analyze"": 4, ""Evaluate"": 0, ""Create"": 9, ""N/A"": 5}",0.2059086140833403,0.1088363869392762,0.2059086140833403,10,0.0,0.6443038852427756,0.8062244897959184,0.8999999999999998
in-105cf9739214f450,"This role focuses on applying machine learning, AI, and agent -based architectures to asset -intensive environments , enabling smarter operations, improved reliability, optimized capital deployment, and better decision -making at scale.
Working closely with business stakeholders, data scientists, and product teams, the Data Products Specialist translates complex operational challenges into production -ready AI systems .
Please note that compensation and benefits may be different based on the wor","[""apply machine learning to asset-intensive environments"", ""apply AI to asset-intensive environments"", ""apply agent-based architectures to asset-intensive environments"", ""translate complex operational challenges into production-ready AI systems"", ""design advanced artificial intelligence solutions"", ""build advanced artificial intelligence solutions"", ""operate advanced artificial intelligence solutions"", ""work closely with business stakeholders"", ""work closely with data scientists"", ""work closely with product teams""]",10,"[""machine learning"", ""agent-based architectures"", ""AI agents"", ""decision-support systems""]",4,7,3,"{""Remember"": 0, ""Understand"": 1, ""Apply"": 2, ""Analyze"": 0, ""Evaluate"": 1, ""Create"": 3, ""N/A"": 3}",0.1452858151865289,0.0567535001517923,0.1310031915965833,12,0.0,0.6530517280224002,0.83545,0.9
in-120cae709fd91b6b,"Manage the scheduling of all BWOF and compliance audits along with maintenance of our internal management platform (BICS).
We see the world through a Future Ready® lens, fuelled by a shared commitment to making a positive impact—one project and community at a time. Compliance Consultant - IQP, Auckland We have an excellent opportunity for a Building Compliance Consultant to join our talented Property team in Auckland.
You will play a key role in processing the day -to -day delivery of the Buildi","[""manage scheduling"", ""maintain internal management platform"", ""process day-to-day delivery"", ""make a positive impact""]",4,"[""BWOF"", ""compliance audits"", ""BICS"", ""Building Warrant of Fitness"", ""Property""]",5,1,3,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 1, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 3}",0.0178589231089541,0.0,0.0178589231089541,18,0.0,0.60757326,0.8218750000000001,0.9
in-10c22ca2ab379104,"Rest’s Data, Technology and Delivery (DTD) business unit is accountable for planning and preparing the organisation for the future through strategic technology innovation, as well as charting our business strategy and executing for today and tomorrow.
Company Description Supporting millions of Aussies since 1988 with low fees and competitive long -term performance.
Rest is recognised as a Responsible Investment Leader by the Responsible Investment Association Australia (RIAA) in its Responsible ","[""support product owner"", ""understand business needs"", ""analyze solution options"", ""plan for the future"", ""execute business strategy""]",5,"[""business analysis"", ""strategic technology innovation"", ""responsible investment""]",3,1,4,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 1, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 4}",0.0479546338912742,0.0298144176411055,0.0181402162501686,16,0.0,0.626743830528,0.798,0.9
in-1021728769a1b1b3,"Here at TJX Canada, we are an equal opportunity employer committed to the inclusion and accommodation of all individuals. Job Description: We are looking for a Senior Business Planning Analyst to drive impactful financial insights and support strategic decision -making across high -visibility projects.
You’ll have the opportunity to present directly to senior leadership, contribute to process improvements, and shape the future of financial planning at TJX.
Mathematics/Statistics, Information Sci","[""drive impactful financial insights"", ""support strategic decision-making"", ""present directly to senior leadership"", ""contribute to process improvements"", ""shape the future of financial planning"", ""collaborate cross-functionally"", ""build customized reporting tools"", ""build financial data models"", ""influence high-level strategies""]",9,"[""Mathematics"", ""Statistics"", ""Information Science"", ""Commerce"", ""Economics"", ""Engineering"", ""Finance"", ""Accounting"", ""financial planning""]",9,6,3,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 1, ""Analyze"": 0, ""Evaluate"": 1, ""Create"": 4, ""N/A"": 3}",0.1165263041688695,0.0212111476839644,0.095315156484905,13,0.0,0.6327908550400001,0.8350555555555557,0.8999999999999999
in-0fcfe59aff7d7b19,"Our long -term vision is to build a massive AI engine capable of making every decision in a mining operation, down to moving individual rocks.
You will provide input into the development and implementation of our Machine Learning technology to ensure accurate and reliable resource estimations are generated.
You will be overseeing all aspects of mineral resource evaluation, including auditing of data analysis, resource block models, geometallurgical block models and ensuring quality control.
We a","[""provide input into development and implementation of Machine Learning technology"", ""oversee all aspects of mineral resource evaluation"", ""audit data analysis"", ""audit resource block models"", ""audit geometallurgical block models"", ""ensure quality control"", ""evaluate clients existing Kriging models"", ""evaluate Stratum models"", ""liaise with Business Development team"", ""determine how technology can add value to a client\u2019s mining operation"", ""collaborate closely with co-founders, Geologist and Lead Metallurgist"", ""ensure Stratum\u2019s goals are aligned"", ""work in remote mine sites with significant diversity"", ""travel up to 20% of the time""]",14,"[""Machine Learning"", ""mineral resource evaluation"", ""geometallurgy"", ""resource block models"", ""geometallurgical block models"", ""Kriging models"", ""neural networks"", ""copper deposit types"", ""gold deposit types"", ""Personal Protective Equipment (PPE)"", ""mine planning"", ""ore control"", ""target drilling"", ""blasthole optimisation"", ""ore type categorisation"", ""mineral processing routing"", ""blending""]",17,9,5,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 1, ""Analyze"": 2, ""Evaluate"": 1, ""Create"": 5, ""N/A"": 5}",0.1181890895492152,0.0472541598425152,0.1181890895492152,14,0.0,0.6299385798354881,0.7894297309833025,0.9000000000000001
in-1291ef0e4f87819c,"This role is critical to our success : you’ll drive the success of our Developer Experience & Developer Productivity program, working alongside the teams that innovate, operate and scale CI/CD pipelines, developer environments, developer tooling, and AI -enabled workflows across the company.
Driven by our core values, we push boundaries, build with speed and intensity, and consistently deliver incredible value to our customers. What's the opportunity? - At Intercom, we’re building a developer ex","[""drive success of developer experience program"", ""work alongside teams"", ""push boundaries"", ""build with speed and intensity"", ""deliver value to customers"", ""build developer experience"", ""innovate CI/CD pipelines"", ""operate CI/CD pipelines"", ""scale CI/CD pipelines"", ""innovate developer environments"", ""innovate developer tooling"", ""innovate AI-enabled workflows"", ""operate AI-enabled workflows"", ""scale AI-enabled workflows"", ""ship higher-quality work""]",15,"[""CI/CD pipelines"", ""developer environments"", ""developer tooling"", ""AI-enabled workflows"", ""AI first workflows""]",5,10,5,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 3, ""Analyze"": 0, ""Evaluate"": 2, ""Create"": 5, ""N/A"": 5}",0.2242552267877679,0.1455848953968846,0.2242552267877679,8,0.0,0.6331945639680002,0.8199000000000001,0.9000000000000001
in-14734ee7aab2dff0,"Req ID: 5274 Solidus is an Equal Opportunity Employer and provides equal employment opportunities regarding all terms and conditions of employment to all employees and qualified applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local l","[""develop enhancements to software systems"", ""manage databases"", ""run databases in Linux environment"", ""collaborate in a team environment""]",4,"[""PostGRES"", ""Linux""]",2,3,1,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 2, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 1, ""N/A"": 1}",0.0773604598006122,0.0647109535225071,0.0283871111116911,16,0.0,0.677244692448,0.7987500000000001,0.9
in-1685751ab1e35ff9,"You’ll work closely with sales, service, and technical teams worldwide, influencing product development and driving strategic growth.
As a Solution Architect, you will design and deliver complex CIS solutions, combining our portfolio with leading partner technologies to meet evolving customer, regulatory, and operational needs.
This results in careers built on variety and the opportunity to work on a range of state -of -the -art solutions, where you can develop your knowledge and experience ever","[""work closely with sales, service, and technical teams"", ""influence product development"", ""drive strategic growth"", ""design complex CIS solutions"", ""deliver complex CIS solutions"", ""combine portfolio with partner technologies"", ""meet evolving customer needs"", ""meet evolving regulatory needs"", ""meet evolving operational needs"", ""work on state-of-the-art solutions"", ""develop knowledge and experience"", ""shape the next generation of CIS""]",12,"[""Cargo Inspection Systems (CIS)"", ""threat detection"", ""security screening technology"", ""Solution Architect"", ""partner technologies"", ""regulatory needs"", ""operational needs""]",7,5,7,"{""Remember"": 1, ""Understand"": 0, ""Apply"": 2, ""Analyze"": 1, ""Evaluate"": 0, ""Create"": 1, ""N/A"": 7}",0.1149293849342747,0.0557103607733151,0.1149293849342747,13,0.0,0.620201874624,0.8036666666666666,0.9
in-17826d4303fc4d24,"# Description The BI Developer plays a crucial role in developing and maintaining Business Intelligence (BI) solutions to support the data -driven needs of DACB.
This includes the creation of Power BI dashboards, paginated reports, and collaboration with cross -functional teams to understand their reporting requirements.
The ideal candidate will have a strong background in SQL, SSRS, and SSIS, with the additional capability of leveraging Azure data platforms and MS Purview.","[""develop Business Intelligence solutions"", ""maintain Business Intelligence solutions"", ""create Power BI dashboards"", ""create paginated reports"", ""collaborate with cross-functional teams"", ""understand reporting requirements"", ""leverage Azure data platforms"", ""leverage MS Purview""]",8,"[""Business Intelligence (BI)"", ""SQL"", ""SSRS"", ""SSIS"", ""Azure data platforms"", ""MS Purview"", ""Power BI""]",7,6,2,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 2, ""Analyze"": 1, ""Evaluate"": 0, ""Create"": 3, ""N/A"": 2}",0.0548297919725116,0.0160244712924911,0.0548297919725116,17,0.0,0.6452882809200001,0.8343750000000001,0.9
in-184610fda3276dcc,"HR Recruiter / HR Assistant Position Summary The HR Recruiter / HR Assistant supports the HR Manager in executing recruitment, onboarding, and administrative HR functions for a medium -sized manufacturing organization.
Ce poste joue un rôle clé dans le recrutement et l'embauche de professionnels qualifiés, notamment des ingénieurs, des mécaniciens industriels, des soudeurs, des techniciens et du personnel de production.
This role plays a key part in attracting and hiring skilled professionals in","[""support HR Manager"", ""execute recruitment functions"", ""execute onboarding functions"", ""execute administrative HR functions"", ""attract skilled professionals"", ""hire skilled professionals""]",6,"[""recruitment"", ""onboarding"", ""HR functions"", ""manufacturing organization"", ""engineers"", ""heavy-duty mechanics"", ""welders"", ""technicians"", ""production staff""]",9,4,2,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 4, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 2}",0.0364006199334797,0.0,0.0364006199334797,17,0.0,0.6481487068800001,0.84,0.9
in-18c592689d7d0491,"Razer is also a great place to work, providing you the unique, gamer -centric #LifeAtRazer experience that will put you in an accelerated growth, both personally and professionally. Job Responsibilities : - Job Description Summary Join our AI Software team as a Computer Vision Intern and help build intelligent systems that can perceive and understand the context in virtual environments.","[""build intelligent systems"", ""perceive context in virtual environments"", ""understand context in virtual environments""]",3,"[""Computer Vision"", ""AI Software""]",2,3,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 2, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 1, ""N/A"": 0}",0.1152567556029872,0.0165862187823363,0.1152567556029872,14,0.0,0.6319424563200001,0.8246666666666668,0.9
in-12e4e1edda8ca7ae,"You will join a hands -on development team that fosters creativity and generates novel solutions based on engineering excellence, and will be a part of an innovative impactful team making a difference. Description Come join the ASE Core Services team!
We strive to provide a flawless experience for millions of developers and customers.
The ASE (Apple Services Engineering) Core Services team is looking for a Sr.
Software Engineer to help build creative features that will enhance the experience of ","[""build creative features"", ""build large-scale systems"", ""enhance large-scale systems"", ""develop solutions"", ""develop new architectures"", ""develop a data transformation platform"", ""context switch across multiple projects"", ""weave together various technologies"", ""model content metadata"", ""serve entities worldwide"", ""mentor other team members"", ""guide other team members"", ""motivate other team members"", ""collaborate with engineers, product managers, designers, collaborators, partners"", ""set a vision"", ""grow the team and platform"", ""work on scalable web services"", ""work on features that span multi-functional teams""]",18,"[""distributed data stores"", ""scalability"", ""performance"", ""Big Data technologies"", ""CAP theorem"", ""content metadata"", ""catalog entities"", ""editorial entities"", ""online content system"", ""offline feeds"", ""Spark"", ""Hadoop ecosystem"", ""data structures"", ""algorithms"", ""NoSQL data stores"", ""Solr"", ""Elastic Search"", ""Redis"", ""Memcached"", ""Cassandra"", ""Voldemort"", ""messaging technologies"", ""Kafka"", ""Java""]",24,10,8,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 2, ""Analyze"": 1, ""Evaluate"": 0, ""Create"": 7, ""N/A"": 8}",0.2785932324938189,0.1393112149126568,0.2741990447044373,7,0.0,0.6586256185417142,0.7986964285714285,0.8999999999999999
in-16914020afc5dd69,"We use AI support tools to screen applicants for minimum role requirements.
Our Software Engineering team is currently developing end -to -end real -time solutions for the public safety and security industries.
DaNypzgTRI
If you have specific ergonomic needs or require other accommodation because of a disability or a medical need, please don’t hesitate to contact Larus at hr@larus.com to discuss arrangements.
Larus has an accommodation process and provides accommodation for applicants with disab","[""design software modules"", ""develop software modules"", ""develop end-to-end real-time solutions"", ""implement data interfacing"", ""implement data collection"", ""implement data aggregation"", ""implement data display"", ""implement data exploitation"", ""implement data fusion"", ""solve complex customer challenges""]",10,"[""Artificial Intelligence (AI)"", ""Machine Learning (ML)"", ""Big Data Analytics"", ""Decision Support Systems (DSS)"", ""Total:Insight\u2122 DSS"", ""Total:Perception\u2122 Systems Simulation Engine (SSE)"", ""Total:Vision\u2122 Video Analytics Solution (VAS)"", ""Data Fusion and Analytics"", ""Data Science"", ""Research and Engineering"", ""Retail"", ""Supply Chain Management"", ""Public Safety"", ""Defence"", ""AI/ML"", ""multi-sensor data collection"", ""aggregation"", ""exploitation"", ""fusion"", ""analytics""]",20,9,1,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 6, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 3, ""N/A"": 1}",0.2351790016747992,0.1557063774855928,0.1301503639472158,7,0.0,0.6961029845760001,0.82675,0.9
in-17ecef6aa8580020,"You will actively participate in design work, including owning some CAD & performing analysis, simulation, calculation, testing, etc.
About Fellow - At Fellow, we're on a mission to help people brew ridiculously good coffee at home.
But we're more than just beautifully designed kettles and grinders—we're a brand built on innovation, community, and culture.
We believe great coffee isn't just about the final cup; it's about the experience, the ritual, and the people who make it all happen. This ro","[""participate in design work"", ""own CAD"", ""perform analysis"", ""perform simulation"", ""perform calculation"", ""perform testing"", ""lead product engineering efforts"", ""lead design efforts"", ""drive design of hardware products"", ""drive development of hardware products"", ""drive iteration of hardware products"", ""ensure products meet standards"", ""work with cross-functional teams"", ""drive cross-functional teams"", ""facilitate communication"", ""manage large CAD databases"", ""package electronics"", ""design mechanisms"", ""select sensors"", ""qualify sensors"", ""integrate sensors"", ""select actuators"", ""qualify actuators"", ""integrate actuators"", ""select valves"", ""qualify valves"", ""integrate valves"", ""manage heat transfer applications"", ""manage thermal management""]",29,"[""CAD"", ""electronics packaging"", ""mechanism design"", ""mechatronics"", ""sensors"", ""actuators"", ""valves"", ""heat transfer"", ""thermal management"", ""injection molding"", ""overmolding"", ""compression molding"", ""LSR"", ""progressive die"", ""deep draw sheet metal"", ""extrusion"", ""die casting"", ""CNC""]",18,21,8,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 12, ""Analyze"": 1, ""Evaluate"": 1, ""Create"": 7, ""N/A"": 8}",0.1190095989231236,0.1190095989231236,0.0185290273867155,12,0.0,0.645231761001931,0.8164655172413794,0.8999999999999998
in-219553aa7e342a4a,"Technology Site Reliability Engineer, Global E -commerce - USDS Location : San Jose Employment Type : Regular Job Code : JRAFV Responsibilities About the Team The Global E -commerce SRE team of US Tech Services works with engineering and product teams to build and run large -scale, globally distributed, observable, fault -tolerant systems.
As an SRE, you will deliver on production ownership and be responsible for observability and automation across complex, large -scale service mesh architecture","[""build large-scale systems"", ""run large-scale systems"", ""deliver on production ownership"", ""be responsible for observability"", ""be responsible for automation"", ""own the service level of a platform"", ""work with engineering teams"", ""work with product teams""]",8,"[""service mesh architectures"", ""E-commerce platform"", ""infrastructure"", ""observability"", ""automation"", ""fault-tolerant systems"", ""globally distributed systems""]",7,6,2,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 5, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 1, ""N/A"": 2}",0.0583421362073798,0.0259558322195653,0.0583421362073798,16,0.0,0.6360919761600001,0.7895982142857143,0.9
in-19253c0e90d0d4b7,"Having a desire to help achieve transformational healthcare improvement should serve as the inspiration behind the ideal candidate’s willingness to participate across many different activities within an agile working model.
In this role you will be the comprehensive subject matter expert in the technology products/platform feature space and apply, learn, and extend your skills beyond formal role boundaries.
The Full Stack Data Engineer, Consultant will report to the Manager, Data Services and So","[""achieve transformational healthcare improvement"", ""participate across many different activities"", ""work in an agile model"", ""serve as subject matter expert"", ""apply skills beyond formal role boundaries"", ""learn skills beyond formal role boundaries"", ""extend skills beyond formal role boundaries"", ""design data solutions"", ""develop data solutions"", ""test data solutions"", ""deploy data solutions"", ""operate data solutions""]",12,"[""enterprise data warehouse"", ""BI data solutions"", ""cloud technologies""]",3,5,7,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 1, ""Analyze"": 0, ""Evaluate"": 2, ""Create"": 2, ""N/A"": 7}",0.1318490086805262,0.0806270817935582,0.0678598541962473,12,0.0,0.6392647872000001,0.7928333333333336,0.9
