job_id,date_posted,skill,type,bloom,confidence_score,confidence_tier,source,semantic_density,context_agreement
in-1291ef0e4f87819c,2026-03-06,innovate AI-enabled workflows,Hard,Create,0.682,Medium,LLM,0.87,0.9
in-1291ef0e4f87819c,2026-03-06,operate AI-enabled workflows,Hard,Evaluate,0.601,Medium,LLM,0.86,0.9
in-1291ef0e4f87819c,2026-03-06,scale AI-enabled workflows,Hard,Apply,0.572,Medium Low,LLM,0.84,0.9
in-1291ef0e4f87819c,2026-03-06,ship higher-quality work,Hard,Apply,0.57,Medium Low,LLM,0.82,0.9
in-14734ee7aab2dff0,2026-02-20,develop enhancements to software systems,Hard,Create,0.704,Medium High,LLM,0.82,0.9
in-14734ee7aab2dff0,2026-02-20,manage databases,Hard,Apply,0.646,Medium,LLM,0.83,0.9
in-14734ee7aab2dff0,2026-02-20,run databases in Linux environment,Hard,Apply,0.699,Medium,LLM,0.78,0.9
in-14734ee7aab2dff0,2026-02-20,collaborate in a team environment,Soft,,0.66,Medium,LLM,0.77,0.9
in-1685751ab1e35ff9,2026-02-25,"work closely with sales, service, and technical teams",Soft,,0.66,Medium,LLM,0.77,0.9
in-1685751ab1e35ff9,2026-02-25,influence product development,Soft,,0.617,Medium,LLM,0.87,0.9
in-1685751ab1e35ff9,2026-02-25,drive strategic growth,Soft,,0.608,Medium,LLM,0.8,0.9
in-1685751ab1e35ff9,2026-02-25,design complex CIS solutions,Hard,Create,0.7,Medium,LLM,0.79,0.9
in-1685751ab1e35ff9,2026-02-25,deliver complex CIS solutions,Hard,Apply,0.592,Medium Low,LLM,0.8,0.9
in-1685751ab1e35ff9,2026-02-25,combine portfolio with partner technologies,Hard,Analyze,0.623,Medium,LLM,0.83,0.9
in-1685751ab1e35ff9,2026-02-25,meet evolving customer needs,Soft,,0.607,Medium,LLM,0.79,0.9
in-1685751ab1e35ff9,2026-02-25,meet evolving regulatory needs,Soft,,0.609,Medium,LLM,0.8,0.9
in-1685751ab1e35ff9,2026-02-25,meet evolving operational needs,Soft,,0.61,Medium,LLM,0.81,0.9
in-1685751ab1e35ff9,2026-02-25,work on state-of-the-art solutions,Hard,Remember,0.623,Medium,LLM,0.83,0.9
in-1685751ab1e35ff9,2026-02-25,develop knowledge and experience,Soft,,0.61,Medium,LLM,0.82,0.9
in-1685751ab1e35ff9,2026-02-25,shape the next generation of CIS,Hard,Apply,0.584,Medium Low,LLM,0.74,0.9
in-17826d4303fc4d24,2026-01-02,develop Business Intelligence solutions,Hard,Create,0.682,Medium,LLM,0.87,0.9
in-17826d4303fc4d24,2026-01-02,maintain Business Intelligence solutions,Hard,Analyze,0.683,Medium,LLM,0.88,0.9
in-17826d4303fc4d24,2026-01-02,create Power BI dashboards,Hard,Create,0.668,Medium,LLM,0.77,0.9
in-17826d4303fc4d24,2026-01-02,create paginated reports,Hard,Create,0.675,Medium,LLM,0.82,0.9
in-17826d4303fc4d24,2026-01-02,collaborate with cross-functional teams,Soft,,0.673,Medium,LLM,0.87,0.9
in-17826d4303fc4d24,2026-01-02,understand reporting requirements,Soft,,0.649,Medium,LLM,0.9,0.9
in-17826d4303fc4d24,2026-01-02,leverage Azure data platforms,Hard,Apply,0.567,Medium Low,LLM,0.8,0.9
in-17826d4303fc4d24,2026-01-02,leverage MS Purview,Hard,Apply,0.564,Medium Low,LLM,0.77,0.9
in-184610fda3276dcc,2026-03-06,support HR Manager,Soft,,0.631,Medium,LLM,0.76,0.9
in-184610fda3276dcc,2026-03-06,execute recruitment functions,Hard,Apply,0.682,Medium,LLM,0.87,0.9
in-184610fda3276dcc,2026-03-06,execute onboarding functions,Hard,Apply,0.681,Medium,LLM,0.86,0.9
in-184610fda3276dcc,2026-03-06,execute administrative HR functions,Hard,Apply,0.678,Medium,LLM,0.84,0.9
in-184610fda3276dcc,2026-03-06,attract skilled professionals,Soft,,0.645,Medium,LLM,0.87,0.9
in-184610fda3276dcc,2026-03-06,hire skilled professionals,Hard,Apply,0.572,Medium Low,LLM,0.84,0.9
in-18c592689d7d0491,2025-10-23,build intelligent systems,Hard,Create,0.706,Medium High,LLM,0.83,0.9
in-18c592689d7d0491,2025-10-23,perceive context in virtual environments,Hard,Apply,0.594,Medium Low,LLM,0.82,0.9
in-18c592689d7d0491,2025-10-23,understand context in virtual environments,Hard,Apply,0.596,Medium Low,LLM,0.83,0.9
in-12e4e1edda8ca7ae,2026-03-09,build creative features,Hard,Create,0.703,Medium High,LLM,0.81,0.9
in-12e4e1edda8ca7ae,2026-03-09,build large-scale systems,Hard,Create,0.706,Medium High,LLM,0.83,0.9
in-12e4e1edda8ca7ae,2026-03-09,enhance large-scale systems,Hard,Create,0.709,Medium High,LLM,0.85,0.9
in-12e4e1edda8ca7ae,2026-03-09,develop solutions,Hard,Create,0.707,Medium High,LLM,0.84,0.9
in-12e4e1edda8ca7ae,2026-03-09,develop new architectures,Hard,Create,0.706,Medium High,LLM,0.83,0.9
in-12e4e1edda8ca7ae,2026-03-09,develop a data transformation platform,Hard,Create,0.702,Medium High,LLM,0.8,0.9
in-12e4e1edda8ca7ae,2026-03-09,context switch across multiple projects,Soft,,0.61,Medium,LLM,0.81,0.9
in-12e4e1edda8ca7ae,2026-03-09,weave together various technologies,Hard,Analyze,0.624,Medium,LLM,0.84,0.9
in-12e4e1edda8ca7ae,2026-03-09,model content metadata,Hard,Create,0.702,Medium High,LLM,0.8,0.9
in-12e4e1edda8ca7ae,2026-03-09,serve entities worldwide,Hard,Apply,0.595,Medium Low,LLM,0.82,0.9
in-12e4e1edda8ca7ae,2026-03-09,mentor other team members,Soft,,0.659,Medium,LLM,0.77,0.9
in-12e4e1edda8ca7ae,2026-03-09,guide other team members,Soft,,0.658,Medium,LLM,0.76,0.9
in-12e4e1edda8ca7ae,2026-03-09,motivate other team members,Soft,,0.661,Medium,LLM,0.78,0.9
in-12e4e1edda8ca7ae,2026-03-09,"collaborate with engineers, product managers, designers, collaborators, partners",Soft,,0.618,Medium,LLM,0.87,0.9
in-12e4e1edda8ca7ae,2026-03-09,set a vision,Soft,,0.596,Medium Low,LLM,0.7,0.9
in-12e4e1edda8ca7ae,2026-03-09,grow the team and platform,Soft,,0.654,Medium,LLM,0.73,0.9
in-12e4e1edda8ca7ae,2026-03-09,work on scalable web services,Hard,Apply,0.586,Medium Low,LLM,0.75,0.9
in-12e4e1edda8ca7ae,2026-03-09,work on features that span multi-functional teams,Soft,,0.661,Medium,LLM,0.78,0.9
in-16914020afc5dd69,2026-02-13,design software modules,Hard,Create,0.703,Medium High,LLM,0.81,0.9
in-16914020afc5dd69,2026-02-13,develop software modules,Hard,Create,0.704,Medium High,LLM,0.82,0.9
in-16914020afc5dd69,2026-02-13,develop end-to-end real-time solutions,Hard,Create,0.711,Medium High,LLM,0.86,0.9
in-16914020afc5dd69,2026-02-13,implement data interfacing,Hard,Apply,0.707,Medium High,LLM,0.84,0.9
in-16914020afc5dd69,2026-02-13,implement data collection,Hard,Apply,0.706,Medium High,LLM,0.83,0.9
in-16914020afc5dd69,2026-02-13,implement data aggregation,Hard,Apply,0.707,Medium High,LLM,0.84,0.9
in-16914020afc5dd69,2026-02-13,implement data display,Hard,Apply,0.702,Medium High,LLM,0.8,0.9
in-16914020afc5dd69,2026-02-13,implement data exploitation,Hard,Apply,0.709,Medium High,LLM,0.85,0.9
in-16914020afc5dd69,2026-02-13,implement data fusion,Hard,Apply,0.7,Medium High,LLM,0.79,0.9
in-16914020afc5dd69,2026-02-13,solve complex customer challenges,Soft,,0.611,Medium,LLM,0.83,0.9
in-17ecef6aa8580020,2026-03-10,participate in design work,Hard,Create,0.698,Medium,LLM,0.77,0.9
in-17ecef6aa8580020,2026-03-10,own CAD,Hard,Apply,0.579,Medium Low,LLM,0.69,0.9
in-17ecef6aa8580020,2026-03-10,perform analysis,Hard,Apply,0.705,Medium High,LLM,0.83,0.9
in-17ecef6aa8580020,2026-03-10,perform simulation,Hard,Apply,0.71,Medium High,LLM,0.86,0.9
in-17ecef6aa8580020,2026-03-10,perform calculation,Hard,Apply,0.712,Medium High,LLM,0.87,0.9
in-17ecef6aa8580020,2026-03-10,perform testing,Hard,Evaluate,0.62,Medium,LLM,0.81,0.9
in-17ecef6aa8580020,2026-03-10,lead product engineering efforts,Soft,,0.61,Medium,LLM,0.82,0.9
in-17ecef6aa8580020,2026-03-10,lead design efforts,Soft,,0.604,Medium,LLM,0.77,0.9
in-17ecef6aa8580020,2026-03-10,drive design of hardware products,Hard,Create,0.698,Medium,LLM,0.77,0.9
in-17ecef6aa8580020,2026-03-10,drive development of hardware products,Hard,Create,0.619,Medium,LLM,0.8,0.9
in-17ecef6aa8580020,2026-03-10,drive iteration of hardware products,Hard,Apply,0.591,Medium Low,LLM,0.79,0.9
in-17ecef6aa8580020,2026-03-10,ensure products meet standards,Hard,Analyze,0.702,Medium High,LLM,0.8,0.9
in-17ecef6aa8580020,2026-03-10,work with cross-functional teams,Soft,,0.666,Medium,LLM,0.82,0.9
in-17ecef6aa8580020,2026-03-10,drive cross-functional teams,Soft,,0.672,Medium,LLM,0.86,0.9
in-17ecef6aa8580020,2026-03-10,facilitate communication,Soft,,0.706,Medium High,LLM,0.9,0.9
in-17ecef6aa8580020,2026-03-10,manage large CAD databases,Soft,,0.605,Medium,LLM,0.77,0.9
in-17ecef6aa8580020,2026-03-10,package electronics,Hard,Apply,0.601,Medium,LLM,0.87,0.9
in-17ecef6aa8580020,2026-03-10,design mechanisms,Hard,Create,0.707,Medium High,LLM,0.84,0.9
in-17ecef6aa8580020,2026-03-10,select sensors,Hard,Apply,0.592,Medium Low,LLM,0.8,0.9
in-17ecef6aa8580020,2026-03-10,qualify sensors,Hard,Apply,0.593,Medium Low,LLM,0.81,0.9
in-17ecef6aa8580020,2026-03-10,integrate sensors,Hard,Create,0.707,Medium High,LLM,0.84,0.9
in-17ecef6aa8580020,2026-03-10,select actuators,Hard,Apply,0.595,Medium Low,LLM,0.83,0.9
in-17ecef6aa8580020,2026-03-10,qualify actuators,Hard,Apply,0.597,Medium Low,LLM,0.84,0.9
in-17ecef6aa8580020,2026-03-10,integrate actuators,Hard,Create,0.712,Medium High,LLM,0.87,0.9
in-17ecef6aa8580020,2026-03-10,select valves,Hard,Apply,0.59,Medium Low,LLM,0.78,0.9
in-17ecef6aa8580020,2026-03-10,qualify valves,Hard,Apply,0.592,Medium Low,LLM,0.8,0.9
in-17ecef6aa8580020,2026-03-10,integrate valves,Hard,Create,0.705,Medium High,LLM,0.83,0.9
in-17ecef6aa8580020,2026-03-10,manage heat transfer applications,Soft,,0.611,Medium,LLM,0.83,0.9
in-17ecef6aa8580020,2026-03-10,manage thermal management,Soft,,0.612,Medium,LLM,0.83,0.9
in-219553aa7e342a4a,2025-10-23,build large-scale systems,Hard,Create,0.706,Medium High,LLM,0.83,0.9
